BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version-7_1.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment-10-Connection-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/27/2023 17:02:02:874 +0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
[max],42.48,42.31555556,42.44888889,41.43111111,41.90666667,42.81777778,42.16888889,43.43111111,39.2,39.15111111,42.25333333,42.06222222,42.22666667,41.97333333,41.03111111,39.4741573,40.91555556,40.41777778,43.47111111,40.75111111,43.16444444,41.91111111,42.60444444,39.62222222,41.04444444,43.01777778,40.83555556,42.81777778,42.94666667,42.17333333,41.47111111,42.45777778,41.01777778,42.19555556,38.98666667,39.95955056,41.63595506,40.59555556,41.86666667,41.78666667,41.55111111,41.46666667,41.15111111,42.13777778,41.18666667,39.74222222,40.02222222,42.38222222,41.14666667,42.08888889,
[mean],13.21474793,13.01937879,13.11688449,12.6674437,13.02313906,13.28220406,13.01854252,13.67171534,12.41635156,12.24144189,13.10590266,12.91884347,13.03404438,12.89823179,13.21621488,12.57619091,12.88960081,12.78589078,13.6143376,12.50093129,13.72180171,12.95680337,13.12060844,12.38282795,13.06529274,13.47097759,12.56607612,13.17039057,13.54447034,13.04533135,12.93302894,12.90246409,13.28770082,13.82831768,12.46502277,12.74450686,13.41295366,12.55624086,13.09002124,12.85515417,12.77366687,12.65222408,12.53674356,12.92435161,12.61155792,12.28192873,12.67579082,13.06648468,12.34353668,13.07075683,
[steps],50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[all run data],Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Average
,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951,0.195121951
,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.314285714,0.314285714,0.295238095,0.295238095,0.314285714,0.295238095,0.295238095,0.314285714,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.314285714,0.314285714,0.295238095,0.295238095,0.295238095,0.295238095,0.295238095,0.29752381
,0.4,0.4,0.4,0.4,0.427906977,0.4,0.427906977,0.427906977,0.427906977,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.427906977,0.427906977,0.4,0.427906977,0.427906977,0.4,0.4,0.4,0.427906977,0.427906977,0.427906977,0.427906977,0.4,0.427906977,0.4,0.427906977,0.427906977,0.4,0.4,0.446511628,0.4,0.427906977,0.427906977,0.4,0.4,0.4,0.427906977,0.427906977,0.4,0.4,0.427906977,0.4,0.427906977,0.412651163
,0.536363636,0.518181818,0.536363636,0.518181818,0.563636364,0.536363636,0.545454545,0.563636364,0.563636364,0.518181818,0.518181818,0.536363636,0.518181818,0.518181818,0.518181818,0.518181818,0.518181818,0.545454545,0.545454545,0.554545455,0.563636364,0.545454545,0.536363636,0.518181818,0.536363636,0.545454545,0.545454545,0.545454545,0.545454545,0.518181818,0.563636364,0.518181818,0.545454545,0.545454545,0.518181818,0.518181818,0.563636364,0.518181818,0.563636364,0.545454545,0.518181818,0.518181818,0.518181818,0.545454545,0.545454545,0.518181818,0.518181818,0.545454545,0.518181818,0.545454545,0.535636364
,0.657777778,0.657777778,0.657777778,0.64,0.711111111,0.675555556,0.666666667,0.711111111,0.684444444,0.64,0.657777778,0.657777778,0.64,0.64,0.657777778,0.64,0.64,0.666666667,0.666666667,0.675555556,0.711111111,0.666666667,0.675555556,0.64,0.675555556,0.684444444,0.666666667,0.666666667,0.666666667,0.64,0.684444444,0.64,0.684444444,0.666666667,0.657777778,0.64,0.711111111,0.64,0.684444444,0.666666667,0.64,0.675555556,0.64,0.666666667,0.666666667,0.64,0.64,0.684444444,0.64,0.666666667,0.663466667
,0.843478261,0.791304348,0.826086957,0.791304348,0.843478261,0.808695652,0.852173913,0.860869565,0.817391304,0.765217391,0.808695652,0.791304348,0.791304348,0.791304348,0.808695652,0.808695652,0.765217391,0.817391304,0.834782609,0.808695652,0.886956522,0.8,0.808695652,0.765217391,0.826086957,0.852173913,0.817391304,0.817391304,0.834782609,0.765217391,0.834782609,0.791304348,0.817391304,0.817391304,0.826086957,0.765217391,0.860869565,0.791304348,0.834782609,0.834782609,0.765217391,0.808695652,0.765217391,0.8,0.8,0.765217391,0.765217391,0.817391304,0.791304348,0.8,0.809043478
,0.987234043,0.927659574,0.970212766,0.953191489,0.987234043,0.953191489,0.995744681,1.046808511,0.961702128,0.919148936,0.987234043,0.927659574,0.953191489,0.953191489,0.970212766,0.953191489,0.919148936,0.961702128,0.978723404,0.953191489,1.072340426,0.961702128,0.987234043,0.90212766,1.004255319,1.029787234,0.978723404,0.978723404,0.995744681,0.919148936,0.995744681,0.927659574,0.978723404,0.961702128,0.970212766,0.90212766,1.046808511,0.927659574,0.995744681,0.995744681,0.919148936,0.953191489,0.90212766,0.936170213,0.961702128,0.919148936,0.919148936,0.978723404,0.927659574,0.936170213,0.962893617
,1.141666667,1.116666667,1.141666667,1.1,1.158333333,1.141666667,1.15,1.241666667,1.116666667,1.083333333,1.191666667,1.116666667,1.125,1.125,1.141666667,1.125,1.066666667,1.15,1.133333333,1.125,1.266666667,1.133333333,1.175,1.066666667,1.191666667,1.208333333,1.15,1.15,1.15,1.066666667,1.15,1.075,1.15,1.183333333,1.125,1.066666667,1.225,1.075,1.15,1.166666667,1.066666667,1.1,1.1,1.083333333,1.166666667,1.1,1.083333333,1.133333333,1.091666667,1.1,1.132833333
,1.363265306,1.281632653,1.32244898,1.257142857,1.33877551,1.32244898,1.346938776,1.412244898,1.314285714,1.257142857,1.363265306,1.281632653,1.306122449,1.306122449,1.32244898,1.289795918,1.257142857,1.314285714,1.346938776,1.306122449,1.47755102,1.297959184,1.363265306,1.224489796,1.379591837,1.379591837,1.314285714,1.330612245,1.346938776,1.240816327,1.346938776,1.273469388,1.330612245,1.420408163,1.306122449,1.240816327,1.395918367,1.248979592,1.330612245,1.371428571,1.224489796,1.257142857,1.257142857,1.240816327,1.330612245,1.257142857,1.281632653,1.314285714,1.248979592,1.297959184,1.312816327
,1.544,1.472,1.536,1.448,1.536,1.536,1.576,1.6,1.488,1.448,1.544,1.472,1.496,1.496,1.52,1.464,1.448,1.512,1.56,1.48,1.688,1.488,1.56,1.408,1.576,1.576,1.488,1.528,1.528,1.448,1.528,1.464,1.544,1.672,1.496,1.448,1.576,1.456,1.528,1.552,1.432,1.432,1.432,1.464,1.512,1.448,1.456,1.512,1.424,1.544,1.50768
,1.741176471,1.678431373,1.764705882,1.631372549,1.796078431,1.780392157,1.788235294,1.835294118,1.694117647,1.654901961,1.756862745,1.678431373,1.68627451,1.68627451,1.749019608,1.68627451,1.670588235,1.77254902,1.803921569,1.670588235,1.91372549,1.678431373,1.756862745,1.592156863,1.77254902,1.788235294,1.678431373,1.717647059,1.756862745,1.670588235,1.741176471,1.68627451,1.741176471,1.874509804,1.741176471,1.654901961,1.803921569,1.694117647,1.741176471,1.764705882,1.654901961,1.615686275,1.615686275,1.670588235,1.701960784,1.654901961,1.662745098,1.741176471,1.623529412,1.741176471,1.719529412
,1.946153846,1.930769231,1.992307692,1.830769231,2.023076923,1.992307692,2,2.069230769,1.915384615,1.876923077,2.015384615,1.9,1.938461538,1.923076923,1.992307692,1.907692308,1.876923077,1.984615385,2.053846154,1.876923077,2.169230769,1.930769231,1.984615385,1.823076923,2,2.030769231,1.9,1.923076923,1.984615385,1.876923077,1.969230769,1.892307692,1.946153846,2.092307692,1.969230769,1.892307692,2.053846154,1.9,1.946153846,1.976923077,1.876923077,1.884615385,1.815384615,1.907692308,1.907692308,1.876923077,1.930769231,1.969230769,1.823076923,1.946153846,1.944923077
,2.271698113,2.173584906,2.218867925,2.075471698,2.256603774,2.233962264,2.279245283,2.339622642,2.188679245,2.128301887,2.264150943,2.150943396,2.181132075,2.158490566,2.256603774,2.196226415,2.128301887,2.211320755,2.316981132,2.113207547,2.40754717,2.203773585,2.241509434,2.052830189,2.241509434,2.294339623,2.150943396,2.181132075,2.241509434,2.128301887,2.196226415,2.113207547,2.218867925,2.39245283,2.211320755,2.158490566,2.286792453,2.173584906,2.188679245,2.203773585,2.128301887,2.105660377,2.098113208,2.181132075,2.158490566,2.113207547,2.188679245,2.196226415,2.052830189,2.256603774,2.198188679
,2.540740741,2.42962963,2.511111111,2.340740741,2.585185185,2.511111111,2.577777778,2.607407407,2.444444444,2.414814815,2.577777778,2.407407407,2.437037037,2.42962963,2.540740741,2.474074074,2.444444444,2.459259259,2.6,2.362962963,2.703703704,2.496296296,2.518518519,2.318518519,2.488888889,2.577777778,2.422222222,2.459259259,2.57037037,2.414814815,2.488888889,2.385185185,2.511111111,2.666666667,2.459259259,2.414814815,2.57037037,2.42962963,2.466666667,2.481481481,2.414814815,2.340740741,2.333333333,2.422222222,2.4,2.362962963,2.466666667,2.474074074,2.281481481,2.540740741,2.471555556
,2.829090909,2.705454545,2.829090909,2.64,2.858181818,2.814545455,2.850909091,2.930909091,2.72,2.72,2.901818182,2.698181818,2.749090909,2.705454545,2.843636364,2.756363636,2.705454545,2.756363636,2.923636364,2.632727273,3.003636364,2.814545455,2.8,2.603636364,2.756363636,2.865454545,2.734545455,2.756363636,2.843636364,2.72,2.756363636,2.64,2.829090909,2.945454545,2.72,2.690909091,2.872727273,2.690909091,2.749090909,2.763636364,2.72,2.610909091,2.632727273,2.734545455,2.705454545,2.669090909,2.734545455,2.770909091,2.530909091,2.894545455,2.762618182
,3.135714286,3.064285714,3.135714286,2.935714286,3.185714286,3.157142857,3.164285714,3.25,3.035714286,3.035714286,3.214285714,3.014285714,3.1,3.035714286,3.135714286,3.078571429,3.035714286,3.042857143,3.242857143,2.957142857,3.328571429,3.107142857,3.107142857,2.907142857,3.092857143,3.192857143,3.05,3.078571429,3.157142857,3.035714286,3.092857143,2.95,3.171428571,3.314285714,3.021428571,2.985714286,3.214285714,3.021428571,3.085714286,3.064285714,3.035714286,2.921428571,2.928571429,3.035714286,3.035714286,3,3.05,3.078571429,2.814285714,3.221428571,3.081142857
,3.466666667,3.389473684,3.452631579,3.284210526,3.50877193,3.50877193,3.487719298,3.578947368,3.375438596,3.375438596,3.536842105,3.368421053,3.473684211,3.375438596,3.452631579,3.410526316,3.375438596,3.368421053,3.585964912,3.29122807,3.78245614,3.452631579,3.452631579,3.221052632,3.452631579,3.543859649,3.410526316,3.452631579,3.571929825,3.410526316,3.438596491,3.312280702,3.536842105,3.705263158,3.333333333,3.305263158,3.571929825,3.333333333,3.431578947,3.375438596,3.361403509,3.256140351,3.29122807,3.347368421,3.347368421,3.319298246,3.410526316,3.410526316,3.150877193,3.564912281,3.424421053
,3.855172414,3.731034483,3.793103448,3.613793103,3.855172414,3.889655172,3.834482759,4.020689655,3.710344828,3.744827586,3.889655172,3.717241379,3.882758621,3.744827586,3.84137931,3.793103448,3.744827586,3.703448276,3.937931034,3.634482759,4.275862069,3.827586207,3.827586207,3.579310345,3.855172414,3.95862069,3.779310345,3.827586207,3.95862069,3.779310345,3.827586207,3.675862069,3.931034483,4.117241379,3.668965517,3.655172414,3.95862069,3.682758621,3.806896552,3.710344828,3.696551724,3.675862069,3.606896552,3.696551724,3.682758621,3.696551724,3.751724138,3.793103448,3.482758621,3.931034483,3.793103448
,4.244067797,4.115254237,4.162711864,4,4.277966102,4.271186441,4.250847458,4.413559322,4.088135593,4.142372881,4.284745763,4.115254237,4.277966102,4.155932203,4.216949153,4.176271186,4.128813559,4.169491525,4.366101695,3.993220339,4.684745763,4.203389831,4.244067797,3.945762712,4.230508475,4.372881356,4.196610169,4.230508475,4.447457627,4.176271186,4.230508475,4.081355932,4.372881356,4.528813559,4.047457627,4.101694915,4.345762712,4.061016949,4.223728814,4.074576271,4.088135593,4.06779661,4.020338983,4.074576271,4.047457627,4.101694915,4.13559322,4.210169492,3.871186441,4.311864407,4.19159322
,4.666666667,4.54,4.58,4.433333333,4.746666667,4.753333333,4.72,4.893333333,4.586666667,4.573333333,4.693333333,4.54,4.72,4.586666667,4.653333333,4.593333333,4.56,4.6,4.86,4.393333333,5.146666667,4.666666667,4.693333333,4.346666667,4.693333333,4.853333333,4.613333333,4.64,4.973333333,4.606666667,4.68,4.506666667,4.866666667,4.973333333,4.526666667,4.513333333,4.806666667,4.453333333,4.686666667,4.526666667,4.5,4.546666667,4.44,4.526666667,4.44,4.513333333,4.62,4.633333333,4.28,4.786666667,4.635066667
,5.154098361,4.990163934,5.062295082,4.931147541,5.193442623,5.278688525,5.193442623,5.409836066,5.121311475,5.036065574,5.154098361,5.016393443,5.193442623,5.068852459,5.140983607,5.042622951,5.009836066,5.068852459,5.403278689,4.813114754,5.659016393,5.140983607,5.167213115,4.780327869,5.193442623,5.324590164,5.068852459,5.140983607,5.468852459,5.075409836,5.167213115,5.02295082,5.324590164,5.514754098,4.957377049,4.970491803,5.304918033,4.878688525,5.173770492,4.957377049,5.003278689,4.996721311,4.86557377,5.003278689,4.891803279,4.957377049,5.08852459,5.114754098,4.721311475,5.252459016,5.109377049
,5.735483871,5.490322581,5.580645161,5.425806452,5.735483871,5.8,5.735483871,5.941935484,5.6,5.535483871,5.735483871,5.529032258,5.735483871,5.574193548,5.664516129,5.516129032,5.535483871,5.548387097,5.993548387,5.283870968,6.212903226,5.696774194,5.677419355,5.264516129,5.709677419,5.877419355,5.561290323,5.677419355,6.077419355,5.638709677,5.677419355,5.496774194,5.851612903,6.096774194,5.425806452,5.451612903,5.832258065,5.393548387,5.703225806,5.496774194,5.516129032,5.496774194,5.380645161,5.529032258,5.412903226,5.483870968,5.625806452,5.606451613,5.180645161,5.741935484,5.629806452
,6.279365079,6.019047619,6.184126984,6,6.298412698,6.336507937,6.323809524,6.546031746,6.146031746,6.063492063,6.279365079,6.101587302,6.279365079,6.133333333,6.234920635,6.044444444,6.107936508,6.120634921,6.59047619,5.80952381,6.787301587,6.266666667,6.247619048,5.796825397,6.279365079,6.476190476,6.107936508,6.247619048,6.653968254,6.247619048,6.273015873,6.050793651,6.463492063,6.717460317,5.961904762,5.987301587,6.457142857,5.911111111,6.285714286,6.076190476,6.031746032,6.006349206,5.885714286,6.101587302,5.93015873,6.050793651,6.177777778,6.13968254,5.720634921,6.273015873,6.190222222
,6.8375,6.66875,6.79375,6.59375,6.94375,6.9875,6.94375,7.2,6.7375,6.65,6.86875,6.70625,6.9125,6.7125,6.85,6.63125,6.7,6.7125,7.21875,6.35,7.4375,6.9,6.8625,6.375,6.9,7.1125,6.7125,6.875,7.275,6.90625,6.875,6.6125,7.06875,7.3875,6.59375,6.56875,7.13125,6.5125,6.89375,6.68125,6.6,6.55,6.43125,6.70625,6.53125,6.6375,6.8,6.7625,6.29375,6.875,6.79775
,7.489230769,7.335384615,7.458461538,7.236923077,7.630769231,7.649230769,7.593846154,7.870769231,7.378461538,7.329230769,7.538461538,7.347692308,7.544615385,7.366153846,7.544615385,7.267692308,7.341538462,7.329230769,7.913846154,6.96,8.166153846,7.532307692,7.501538462,6.990769231,7.581538462,7.784615385,7.378461538,7.532307692,7.938461538,7.538461538,7.569230769,7.261538462,7.753846154,8.153846154,7.267692308,7.267692308,7.864615385,7.163076923,7.538461538,7.347692308,7.243076923,7.175384615,7.076923077,7.372307692,7.132307692,7.261538462,7.476923077,7.433846154,6.898461538,7.532307692,7.457230769
,8.181818182,8.054545455,8.175757576,7.933333333,8.333333333,8.36969697,8.296969697,8.727272727,8.115151515,8.024242424,8.278787879,8.084848485,8.242424242,8.060606061,8.284848485,7.96969697,8.036363636,8.103030303,8.666666667,7.690909091,8.957575758,8.218181818,8.224242424,7.666666667,8.284848485,8.557575758,8.060606061,8.266666667,8.684848485,8.260606061,8.266666667,7.951515152,8.521212121,8.981818182,7.945454545,8.036363636,8.618181818,7.854545455,8.278787879,8.054545455,7.957575758,7.921212121,7.733333333,8.084848485,7.848484848,7.933333333,8.212121212,8.163636364,7.56969697,8.23030303,8.179515152
,9.026865672,8.835820896,8.955223881,8.692537313,9.086567164,9.164179104,9.140298507,9.564179104,8.87761194,8.817910448,9.11641791,8.853731343,8.997014925,8.829850746,9.086567164,8.704477612,8.788059701,8.955223881,9.510447761,8.48358209,9.785074627,8.985074627,8.979104478,8.388059701,9.086567164,9.379104478,8.841791045,9.03880597,9.468656716,9.032835821,9.026865672,8.698507463,9.289552239,9.802985075,8.692537313,8.8,9.432835821,8.620895522,9.062686567,8.835820896,8.71641791,8.650746269,8.447761194,8.865671642,8.614925373,8.680597015,8.979104478,8.925373134,8.286567164,8.973134328,8.957492537
,9.952941176,9.735294118,9.770588235,9.552941176,9.9,10.02352941,9.958823529,10.41764706,9.764705882,9.635294118,9.947058824,9.688235294,9.829411765,9.664705882,9.941176471,9.552941176,9.617647059,9.876470588,10.38823529,9.3,10.65882353,9.829411765,9.852941176,9.2,9.929411765,10.25882353,9.652941176,9.9,10.31764706,9.923529412,9.852941176,9.482352941,10.17647059,10.75882353,9.476470588,9.617647059,10.30588235,9.464705882,9.917647059,9.629411765,9.529411765,9.458823529,9.247058824,9.676470588,9.429411765,9.488235294,9.864705882,9.782352941,9.076470588,9.794117647,9.801411765
,10.95652174,10.62028986,10.66086957,10.45797101,10.8115942,10.99710145,10.91594203,11.39710145,10.66666667,10.53913043,10.83478261,10.59710145,10.72463768,10.53333333,10.90434783,10.49855072,10.51594203,10.7884058,11.35072464,10.19710145,11.63478261,10.82318841,10.75942029,10.06376812,10.86956522,11.2,10.54492754,10.83478261,11.33913043,10.85217391,10.8115942,10.44637681,11.13623188,11.83188406,10.36521739,10.51594203,11.24057971,10.34202899,10.84057971,10.53333333,10.42318841,10.3826087,10.07536232,10.57971014,10.27826087,10.35362319,10.7884058,10.70724638,9.942028986,10.73623188,10.7244058
,12.04571429,11.66857143,11.70285714,11.41714286,11.8,12.04,11.95428571,12.46285714,11.62857143,11.55428571,11.82857143,11.55428571,11.69142857,11.54857143,11.96571429,11.49714286,11.55428571,11.86285714,12.4,11.13714286,12.80571429,11.82857143,11.73142857,11,11.85142857,12.24571429,11.49714286,11.85142857,12.4,11.81714286,11.82857143,11.40571429,12.15428571,12.89714286,11.37714286,11.50285714,12.25142857,11.33142857,11.85714286,11.48571429,11.39428571,11.30857143,11.02857143,11.57714286,11.26285714,11.34285714,11.74857143,11.71428571,10.86857143,11.75428571,11.72868571
,13.12676056,12.73239437,12.8056338,12.54647887,12.87323944,13.17183099,13.07605634,13.72957746,12.69859155,12.61971831,12.87887324,12.6084507,12.73239437,12.62535211,13.12676056,12.55774648,12.6084507,12.94084507,13.58873239,12.18028169,14.07887324,12.89014085,12.82253521,12.03380282,12.95211268,13.3971831,12.58028169,12.95211268,13.54929577,12.90704225,12.89014085,12.42253521,13.30704225,14.06197183,12.38873239,12.57464789,13.36338028,12.4056338,12.97464789,12.55774648,12.44507042,12.32676056,12.06197183,12.67042254,12.29295775,12.37746479,12.84507042,12.76619718,11.88732394,12.82253521,12.81667606
