BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version-8_1.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment-10-Connection-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/27/2023 17:27:28:031 +0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
[max],38.19512195,40.77605322,37.84922395,39.03325942,37.70403587,40.45676275,40.88691796,40.6962306,40.02217295,38.52771619,39.80487805,40.05321508,40.01773836,40.50997783,39.94678492,40.18625277,39.41019956,41.46784922,40.88248337,41.31707317,41.13525499,39.61862528,40.6075388,40.172949,38.06651885,40.26607539,39.43237251,39.86252772,41.34368071,40.38137472,40.28824834,40.44789357,40.54545455,40.95343681,41.64523282,40.02217295,39.75609756,41.09534368,40.83370288,39.48115299,40.15521064,38.89578714,41.01108647,40.7405765,40.11210762,43.70288248,39.72949002,39.2195122,39.76053215,39.85809313,
[mean],12.16686404,12.39017535,11.5421184,11.80762386,11.42131991,12.00361948,12.25975748,12.17009768,11.75890818,11.38692709,12.31661201,11.99855974,11.85655621,12.00081046,12.29529924,11.9214502,12.60190139,12.46775041,12.22678604,12.50205748,12.32206988,11.6992116,12.07894231,11.9397521,11.62889914,12.00326719,11.5774693,11.98235778,12.60935855,11.94846651,12.12394845,11.90184014,12.3423538,12.21208557,12.58916058,12.03762486,11.96198697,12.47527204,12.92610327,12.26741911,11.95839585,11.90212242,12.25921942,12.2594721,12.48323587,13.56084166,11.83538155,12.07453473,11.74505959,11.68700219,
[steps],50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[all run data],Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Degree-of-Connection,Average
,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488,0.099502488
,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019,0.184466019
,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.293838863,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.293838863,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.293838863,0.274881517,0.274881517,0.293838863,0.274881517,0.274881517,0.293838863,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.274881517,0.276777251
,0.37037037,0.37037037,0.37037037,0.388888889,0.37037037,0.37037037,0.37037037,0.388888889,0.37037037,0.37037037,0.37037037,0.388888889,0.37037037,0.388888889,0.416666667,0.37037037,0.388888889,0.37037037,0.388888889,0.388888889,0.37037037,0.37037037,0.37037037,0.37037037,0.37037037,0.37037037,0.388888889,0.37037037,0.388888889,0.37037037,0.37037037,0.37037037,0.37037037,0.37037037,0.37037037,0.388888889,0.37037037,0.37037037,0.388888889,0.388888889,0.37037037,0.388888889,0.37037037,0.388888889,0.37037037,0.388888889,0.37037037,0.388888889,0.37037037,0.37037037,0.377222222
,0.470588235,0.470588235,0.488687783,0.515837104,0.470588235,0.470588235,0.488687783,0.488687783,0.470588235,0.470588235,0.470588235,0.488687783,0.470588235,0.488687783,0.524886878,0.470588235,0.515837104,0.488687783,0.488687783,0.515837104,0.488687783,0.470588235,0.470588235,0.470588235,0.470588235,0.488687783,0.488687783,0.470588235,0.488687783,0.488687783,0.515837104,0.470588235,0.470588235,0.470588235,0.470588235,0.488687783,0.515837104,0.470588235,0.488687783,0.488687783,0.488687783,0.488687783,0.488687783,0.515837104,0.470588235,0.488687783,0.488687783,0.533936652,0.470588235,0.470588235,0.48561086
,0.619469027,0.575221239,0.601769912,0.646017699,0.575221239,0.575221239,0.601769912,0.601769912,0.575221239,0.575221239,0.575221239,0.619469027,0.575221239,0.619469027,0.637168142,0.575221239,0.646017699,0.601769912,0.601769912,0.646017699,0.601769912,0.601769912,0.601769912,0.575221239,0.601769912,0.601769912,0.601769912,0.575221239,0.619469027,0.619469027,0.663716814,0.575221239,0.601769912,0.575221239,0.601769912,0.601769912,0.628318584,0.601769912,0.601769912,0.637168142,0.601769912,0.654867257,0.637168142,0.646017699,0.575221239,0.601769912,0.619469027,0.646017699,0.575221239,0.601769912,0.605840708
,0.753246753,0.692640693,0.735930736,0.770562771,0.692640693,0.70995671,0.718614719,0.735930736,0.692640693,0.692640693,0.70995671,0.753246753,0.692640693,0.735930736,0.753246753,0.70995671,0.787878788,0.718614719,0.718614719,0.770562771,0.718614719,0.718614719,0.718614719,0.692640693,0.718614719,0.735930736,0.718614719,0.70995671,0.753246753,0.735930736,0.822510823,0.692640693,0.753246753,0.692640693,0.753246753,0.735930736,0.744588745,0.718614719,0.753246753,0.779220779,0.718614719,0.779220779,0.753246753,0.770562771,0.692640693,0.779220779,0.735930736,0.770562771,0.70995671,0.718614719,0.732813853
,0.915254237,0.813559322,0.881355932,0.915254237,0.813559322,0.855932203,0.86440678,0.881355932,0.830508475,0.813559322,0.830508475,0.881355932,0.830508475,0.86440678,0.881355932,0.855932203,0.957627119,0.881355932,0.847457627,0.915254237,0.86440678,0.847457627,0.847457627,0.830508475,0.86440678,0.881355932,0.847457627,0.855932203,0.881355932,0.86440678,0.974576271,0.813559322,0.881355932,0.830508475,0.881355932,0.86440678,0.872881356,0.86440678,0.940677966,0.906779661,0.86440678,0.966101695,0.915254237,0.915254237,0.830508475,0.966101695,0.86440678,0.898305085,0.830508475,0.847457627,0.872881356
,1.087136929,0.946058091,1.020746888,1.070539419,0.979253112,1.012448133,1.020746888,1.053941909,0.995850622,0.946058091,0.979253112,1.037344398,0.962655602,1.053941909,1.053941909,0.987551867,1.136929461,1.020746888,1.020746888,1.087136929,1.037344398,0.995850622,1.020746888,0.962655602,1.020746888,1.053941909,0.995850622,1.012448133,1.053941909,0.995850622,1.153526971,0.962655602,1.037344398,0.979253112,1.037344398,1.020746888,1.029045643,1.037344398,1.10373444,1.045643154,1.037344398,1.112033195,1.053941909,1.070539419,0.995850622,1.161825726,1.020746888,1.037344398,0.962655602,0.979253112,1.029211618
,1.260162602,1.12195122,1.170731707,1.235772358,1.138211382,1.195121951,1.170731707,1.219512195,1.154471545,1.12195122,1.154471545,1.219512195,1.138211382,1.203252033,1.203252033,1.18699187,1.292682927,1.219512195,1.170731707,1.260162602,1.203252033,1.154471545,1.170731707,1.105691057,1.18699187,1.219512195,1.178861789,1.154471545,1.235772358,1.178861789,1.308943089,1.105691057,1.235772358,1.138211382,1.219512195,1.203252033,1.195121951,1.18699187,1.260162602,1.227642276,1.203252033,1.268292683,1.203252033,1.235772358,1.178861789,1.37398374,1.18699187,1.18699187,1.12195122,1.12195122,1.195772358
,1.442231076,1.306772908,1.346613546,1.418326693,1.290836653,1.354581673,1.330677291,1.418326693,1.346613546,1.306772908,1.346613546,1.394422311,1.290836653,1.362549801,1.362549801,1.346613546,1.513944223,1.378486056,1.362549801,1.458167331,1.378486056,1.330677291,1.362549801,1.258964143,1.346613546,1.378486056,1.338645418,1.330677291,1.434262948,1.338645418,1.474103586,1.290836653,1.394422311,1.290836653,1.418326693,1.378486056,1.386454183,1.394422311,1.442231076,1.426294821,1.362549801,1.434262948,1.394422311,1.394422311,1.370517928,1.545816733,1.362549801,1.378486056,1.274900398,1.274900398,1.371314741
,1.640625,1.4921875,1.53125,1.609375,1.4765625,1.5625,1.5546875,1.625,1.53125,1.4765625,1.5703125,1.5859375,1.453125,1.4921875,1.5859375,1.53125,1.75,1.5859375,1.5546875,1.640625,1.5703125,1.5,1.5546875,1.4375,1.53125,1.5546875,1.5078125,1.515625,1.6484375,1.5078125,1.65625,1.4765625,1.5703125,1.4765625,1.59375,1.6015625,1.5625,1.6015625,1.671875,1.6171875,1.5546875,1.609375,1.6171875,1.6015625,1.5625,1.78125,1.5546875,1.5703125,1.4765625,1.453125,1.56375
,1.831417625,1.777777778,1.731800766,1.831417625,1.655172414,1.785440613,1.739463602,1.846743295,1.747126437,1.670498084,1.754789272,1.793103448,1.67816092,1.670498084,1.777777778,1.716475096,1.954022989,1.793103448,1.777777778,1.869731801,1.777777778,1.67816092,1.739463602,1.647509579,1.747126437,1.777777778,1.739463602,1.716475096,1.877394636,1.69348659,1.846743295,1.670498084,1.793103448,1.670498084,1.785440613,1.808429119,1.747126437,1.823754789,1.869731801,1.83908046,1.754789272,1.816091954,1.823754789,1.823754789,1.762452107,1.98467433,1.754789272,1.793103448,1.670498084,1.632183908,1.769348659
,2.090225564,1.977443609,1.947368421,2.037593985,1.864661654,2.007518797,1.939849624,2.052631579,1.962406015,1.864661654,2.022556391,2,1.909774436,1.879699248,2,1.932330827,2.240601504,2.015037594,2,2.082706767,2.015037594,1.909774436,1.969924812,1.887218045,1.962406015,2.015037594,1.954887218,1.917293233,2.090225564,1.969924812,2.090225564,1.879699248,2.015037594,1.864661654,2.007518797,2.015037594,1.962406015,2.045112782,2.127819549,2.060150376,1.887218045,2.022556391,2.045112782,2.045112782,2.015037594,2.270676692,2.007518797,2,1.894736842,1.842105263,1.992330827
,2.346863469,2.21402214,2.177121771,2.295202952,2.073800738,2.228782288,2.206642066,2.3099631,2.177121771,2.088560886,2.243542435,2.250922509,2.15498155,2.140221402,2.236162362,2.162361624,2.494464945,2.287822878,2.221402214,2.361623616,2.265682657,2.140221402,2.184501845,2.118081181,2.177121771,2.265682657,2.184501845,2.177121771,2.346863469,2.221402214,2.346863469,2.103321033,2.317343173,2.140221402,2.243542435,2.250922509,2.21402214,2.287822878,2.420664207,2.317343173,2.118081181,2.258302583,2.287822878,2.317343173,2.236162362,2.509225092,2.258302583,2.250922509,2.125461255,2.066420664,2.236457565
,2.608695652,2.543478261,2.442028986,2.586956522,2.31884058,2.5,2.456521739,2.557971014,2.456521739,2.31884058,2.528985507,2.507246377,2.405797101,2.420289855,2.536231884,2.47826087,2.768115942,2.543478261,2.507246377,2.673913043,2.557971014,2.405797101,2.463768116,2.362318841,2.413043478,2.507246377,2.376811594,2.442028986,2.623188406,2.456521739,2.608695652,2.362318841,2.565217391,2.405797101,2.514492754,2.52173913,2.485507246,2.594202899,2.673913043,2.594202899,2.362318841,2.514492754,2.528985507,2.565217391,2.492753623,2.847826087,2.528985507,2.557971014,2.369565217,2.355072464,2.504347826
,2.889679715,2.903914591,2.711743772,2.868327402,2.56227758,2.761565836,2.790035587,2.839857651,2.711743772,2.597864769,2.825622776,2.797153025,2.690391459,2.71886121,2.846975089,2.754448399,3.067615658,2.825622776,2.8113879,2.946619217,2.854092527,2.65480427,2.754448399,2.62633452,2.711743772,2.768683274,2.62633452,2.725978648,2.925266904,2.711743772,2.87544484,2.640569395,2.889679715,2.704626335,2.839857651,2.8113879,2.761565836,2.911032028,2.996441281,2.889679715,2.676156584,2.804270463,2.839857651,2.846975089,2.797153025,3.153024911,2.804270463,2.825622776,2.633451957,2.619217082,2.79202847
,3.223776224,3.223776224,3.006993007,3.160839161,2.825174825,3.055944056,3.06993007,3.13986014,2.986013986,2.867132867,3.13986014,3.097902098,2.993006993,2.993006993,3.167832168,3.062937063,3.391608392,3.13986014,3.125874126,3.286713287,3.160839161,2.972027972,3.062937063,2.93006993,2.986013986,3.083916084,2.944055944,3.020979021,3.265734266,2.986013986,3.167832168,2.958041958,3.258741259,2.993006993,3.160839161,3.097902098,3.104895105,3.202797203,3.356643357,3.244755245,3.013986014,3.090909091,3.160839161,3.167832168,3.125874126,3.545454545,3.090909091,3.125874126,2.951048951,2.888111888,3.101538462
,3.587628866,3.573883162,3.340206186,3.491408935,3.140893471,3.374570447,3.463917526,3.484536082,3.285223368,3.189003436,3.525773196,3.422680412,3.305841924,3.340206186,3.525773196,3.381443299,3.738831615,3.498281787,3.484536082,3.656357388,3.505154639,3.285223368,3.381443299,3.285223368,3.333333333,3.408934708,3.237113402,3.35395189,3.635738832,3.298969072,3.512027491,3.271477663,3.670103093,3.395189003,3.505154639,3.450171821,3.395189003,3.532646048,3.697594502,3.594501718,3.333333333,3.429553265,3.505154639,3.525773196,3.484536082,3.890034364,3.429553265,3.436426117,3.264604811,3.182130584,3.440824742
,3.966216216,4.006756757,3.695945946,3.844594595,3.466216216,3.736486486,3.817567568,3.837837838,3.635135135,3.547297297,3.885135135,3.783783784,3.662162162,3.682432432,3.925675676,3.709459459,4.114864865,3.898648649,3.837837838,4.006756757,3.844594595,3.635135135,3.72972973,3.621621622,3.689189189,3.756756757,3.554054054,3.709459459,4.02027027,3.621621622,3.885135135,3.635135135,4.027027027,3.77027027,3.878378378,3.783783784,3.743243243,3.918918919,4.128378378,4,3.689189189,3.797297297,3.844594595,3.898648649,3.824324324,4.351351351,3.797297297,3.804054054,3.628378378,3.5,3.802972973
,4.358803987,4.431893688,4.099667774,4.272425249,3.833887043,4.139534884,4.272425249,4.23255814,3.986710963,3.933554817,4.318936877,4.179401993,4.059800664,4.066445183,4.358803987,4.099667774,4.53820598,4.332225914,4.252491694,4.392026578,4.245847176,4.013289037,4.106312292,4.046511628,4.073089701,4.132890365,3.940199336,4.099667774,4.405315615,3.986710963,4.259136213,4.033222591,4.411960133,4.146179402,4.279069767,4.146179402,4.159468439,4.352159468,4.53820598,4.411960133,4.073089701,4.19269103,4.272425249,4.299003322,4.265780731,4.850498339,4.179401993,4.225913621,4.03986711,3.867109635,4.204252492
,4.830065359,4.862745098,4.503267974,4.692810458,4.22875817,4.549019608,4.692810458,4.660130719,4.366013072,4.307189542,4.758169935,4.607843137,4.464052288,4.483660131,4.797385621,4.549019608,5.039215686,4.77124183,4.653594771,4.823529412,4.679738562,4.411764706,4.522875817,4.431372549,4.516339869,4.54248366,4.392156863,4.588235294,4.862745098,4.379084967,4.692810458,4.464052288,4.843137255,4.54248366,4.758169935,4.594771242,4.581699346,4.790849673,4.967320261,4.85620915,4.477124183,4.620915033,4.692810458,4.732026144,4.725490196,5.37254902,4.607843137,4.666666667,4.437908497,4.281045752,4.633464052
,5.337620579,5.36977492,4.958199357,5.144694534,4.655948553,5.01607717,5.131832797,5.151125402,4.778135048,4.745980707,5.273311897,5.151125402,4.926045016,4.932475884,5.260450161,5.003215434,5.524115756,5.215434084,5.144694534,5.286173633,5.15755627,4.887459807,4.977491961,4.861736334,5.009646302,5.009646302,4.803858521,5.061093248,5.356913183,4.823151125,5.131832797,4.91318328,5.311897106,4.98392283,5.22829582,5.067524116,5.028938907,5.311897106,5.47266881,5.337620579,4.926045016,5.099678457,5.144694534,5.247588424,5.241157556,5.864951768,5.067524116,5.118971061,4.868167203,4.758842444,5.101607717
,5.841772152,5.962025316,5.436708861,5.67721519,5.120253165,5.525316456,5.632911392,5.64556962,5.278481013,5.259493671,5.791139241,5.658227848,5.398734177,5.436708861,5.772151899,5.46835443,6.063291139,5.753164557,5.632911392,5.829113924,5.664556962,5.373417722,5.493670886,5.316455696,5.544303797,5.506329114,5.278481013,5.556962025,5.879746835,5.411392405,5.632911392,5.411392405,5.816455696,5.556962025,5.753164557,5.594936709,5.537974684,5.829113924,6.006329114,5.829113924,5.411392405,5.613924051,5.620253165,5.772151899,5.784810127,6.487341772,5.550632911,5.594936709,5.392405063,5.259493671,5.613291139
,6.392523364,6.523364486,5.981308411,6.224299065,5.638629283,6.049844237,6.161993769,6.193146417,5.819314642,5.775700935,6.404984424,6.205607477,5.937694704,5.950155763,6.355140187,6.068535826,6.672897196,6.336448598,6.193146417,6.429906542,6.242990654,5.925233645,6.068535826,5.887850467,6.124610592,6.043613707,5.769470405,6.093457944,6.473520249,5.912772586,6.193146417,5.968847352,6.380062305,6.080996885,6.31152648,6.137071651,6.062305296,6.380062305,6.585669782,6.429906542,5.99376947,6.143302181,6.193146417,6.330218069,6.367601246,7.158878505,6.087227414,6.14953271,5.956386293,5.744548287,6.170218069
,7.042944785,7.208588957,6.558282209,6.803680982,6.18404908,6.63190184,6.736196319,6.785276074,6.392638037,6.331288344,6.987730061,6.785276074,6.484662577,6.564417178,6.932515337,6.63803681,7.331288344,6.969325153,6.773006135,6.963190184,6.852760736,6.533742331,6.650306748,6.509202454,6.699386503,6.595092025,6.325153374,6.674846626,7.128834356,6.45398773,6.828220859,6.539877301,6.963190184,6.650306748,6.969325153,6.72392638,6.63190184,6.975460123,7.251533742,7.030674847,6.625766871,6.773006135,6.809815951,6.975460123,6.987730061,7.883435583,6.711656442,6.711656442,6.515337423,6.337423313,6.768466258
,7.746223565,7.951661631,7.196374622,7.474320242,6.761329305,7.250755287,7.389728097,7.413897281,6.990936556,6.924471299,7.697885196,7.413897281,7.087613293,7.238670695,7.589123867,7.305135952,8.03021148,7.655589124,7.425981873,7.607250755,7.528700906,7.15407855,7.305135952,7.117824773,7.347432024,7.250755287,6.954682779,7.371601208,7.80060423,7.135951662,7.498489426,7.172205438,7.697885196,7.32326284,7.6918429,7.359516616,7.274924471,7.619335347,8.012084592,7.703927492,7.256797583,7.413897281,7.456193353,7.66163142,7.63141994,8.658610272,7.335347432,7.32326284,7.135951662,6.942598187,7.425740181
,8.458333333,8.69047619,7.886904762,8.095238095,7.404761905,7.958333333,8.071428571,8.136904762,7.636904762,7.577380952,8.428571429,8.095238095,7.779761905,7.916666667,8.30952381,8.017857143,8.779761905,8.398809524,8.148809524,8.410714286,8.208333333,7.827380952,7.994047619,7.851190476,8.023809524,7.946428571,7.583333333,8.06547619,8.541666667,7.910714286,8.226190476,7.833333333,8.404761905,8.101190476,8.43452381,8.023809524,7.946428571,8.386904762,8.833333333,8.410714286,7.94047619,8.095238095,8.142857143,8.392857143,8.386904762,9.43452381,8.035714286,8.089285714,7.863095238,7.625,8.135238095
,9.24340176,9.495601173,8.633431085,8.850439883,8.123167155,8.715542522,8.809384164,8.868035191,8.351906158,8.263929619,9.219941349,8.850439883,8.557184751,8.680351906,9.079178886,8.762463343,9.618768328,9.17888563,8.920821114,9.24340176,8.973607038,8.53372434,8.762463343,8.586510264,8.768328446,8.686217009,8.316715543,8.815249267,9.331378299,8.651026393,9.04398827,8.592375367,9.184750733,8.84457478,9.24340176,8.809384164,8.674486804,9.202346041,9.68914956,9.17888563,8.668621701,8.850439883,8.897360704,9.173020528,9.214076246,10.28739003,8.797653959,8.920821114,8.651026393,8.328445748,8.9028739
,10.08092486,10.3699422,9.445086705,9.716763006,8.878612717,9.50867052,9.687861272,9.722543353,9.150289017,9.046242775,10.08092486,9.653179191,9.335260116,9.468208092,9.913294798,9.572254335,10.52601156,10.02312139,9.780346821,10.08092486,9.826589595,9.352601156,9.583815029,9.38150289,9.589595376,9.526011561,9.104046243,9.693641618,10.19075145,9.462427746,9.901734104,9.387283237,10.04046243,9.687861272,10.15606936,9.63583815,9.526011561,10.03468208,10.57803468,10,9.468208092,9.682080925,9.74566474,10.04046243,10.0982659,11.21387283,9.612716763,9.734104046,9.502890173,9.167630058,9.739306358
