BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version-6_1.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment-10-Separation-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/27/2023 13:46:28:199 +0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
[max],3.862378676,4.392282958,4.850515464,4.048289738,4.293333333,4.437048917,3.752380952,4.294219453,3.984228474,4.542319749,4.495223731,4.12636847,4.069920388,4.226936027,4.414377557,5.161984197,4.61231746,4.208849793,4.890408674,4.774032459,4.551839465,4.258263305,4.813740857,5.181144781,4.206906154,5.135822081,4.351351351,4.238059978,4.378935318,4.030507048,4.303221921,5.757802747,4.972931563,4.88686302,4.424495171,5.034392913,4.783368274,4.022152994,4.623287671,4.759155306,5.443945069,4.430530973,5.021092808,5.052317248,4.259649623,4.410508757,4.444194757,5.188078489,4.231031543,4.047344111,
[mean],2.420788853,2.543856718,2.496928483,2.499691944,2.458250628,2.504452105,2.411183346,2.537783934,2.420204552,2.501422757,2.552954889,2.463393536,2.482725135,2.526344968,2.511575239,2.554309111,2.511853146,2.465767648,2.505870175,2.522357201,2.481399636,2.460867956,2.545164263,2.543877916,2.495747018,2.505447912,2.440924387,2.514215136,2.525403243,2.49826906,2.505229804,2.516695066,2.480810311,2.578169453,2.498547291,2.471928692,2.595830427,2.496740368,2.503346493,2.46934367,2.519582353,2.535947627,2.557398838,2.509516123,2.476062201,2.489220398,2.471038334,2.489787248,2.54656868,2.463434009,
[steps],50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[all run data],Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Average
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1.421568627,2.865942029,2.022988506,2.022988506,1.66091954,1.421568627,1.960144928,2.996376812,1.421568627,2.022988506,2.865942029,1.421568627,2.022988506,2.23715415,1.886666667,2.022988506,1.421568627,2.022988506,2.648550725,2.022988506,1.421568627,1.873333333,2.153333333,1.91025641,2.022988506,2.022988506,2.158102767,2.648550725,1.91025641,2.022988506,2.153333333,2.153333333,1.808510638,2.565217391,1.421568627,1.421568627,2.022988506,2.865942029,2.022988506,1.91025641,1.421568627,2.153333333,2.387351779,1.421568627,1.421568627,2.34057971,1.91025641,2.153333333,2.34057971,2.022988506,2.009073255
,2.745098039,2.658823529,2.214285714,3.18018018,1.68907563,2.086021505,2.825035562,3.573257468,2.312312312,3.732793522,2.91507431,1.911290323,3.461038961,2.667266187,2.079422383,2.494186047,1.912663755,2.609625668,3.081836327,2.190340909,2.657068063,2.951219512,3.266075388,4.345479082,2.258064516,2.549019608,2.897897898,3.297297297,2.764705882,3.739687055,3.332859175,2.248251748,2.022988506,3.354354354,2.408823529,1.953781513,4.229419703,2.774278215,2.720183486,2.424615385,2.353612167,3.276923077,2.870182556,2.459383754,1.912663755,3.032051282,2.966067864,2.605263158,3.022900763,1.953781513,2.739770563
,2.626644737,3.140808344,4.850515464,3.969023569,2.436647173,3.673629243,3.115384615,3.521212121,3.150537634,3.760816327,4.2907058,3.161057692,3.87593985,4.226936027,4.414377557,2.856088561,3.152979066,4.010380623,3.676767677,3.020539153,2.674766355,3.339607843,4.107971746,5.181144781,4.143659711,3.33954727,2.8606466,3.862676056,4.332399627,3.671988389,3.869803922,2.577570093,2.395939086,4.472396925,3.063981043,3.248670213,4.783368274,3.581871345,3.436681223,3.00952381,3.935047361,4.327979713,2.717770035,3.949579832,2.573975045,3.356902357,3.526869159,2.651102464,3.93431167,3.227272727,3.541720318
,3.299145299,4.392282958,4.428162564,4.048289738,3.972137791,4.270807453,3.752380952,3.94913928,3.984228474,3.399509804,4.495223731,3.943480196,4.005477308,3.892010536,4.148782344,5.161984197,4.241984271,3.351272016,3.77665996,4.600719424,2.991166078,3.512354312,4.75548727,4.276456876,4.162561576,4.688216414,4.351351351,4.238059978,4.378935318,3.674125874,3.694828469,4.3872,3.966777409,4.503423423,4.424495171,5.034392913,4.549072818,3.728557505,4.623287671,3.401084011,4.333072713,3.548857868,3.398805078,4.13397642,3.968253968,3.257718967,4.264280798,5.188078489,4.231031543,4.047344111,4.096538654
,3.572436086,4.138203356,4.073242449,3.964211076,3.684430512,4.437048917,3.662924352,3.970287141,3.675666439,4.542319749,4.043889264,3.856121537,3.844994893,4.077578607,4.132022472,5.1124487,4.495348091,3.514634931,3.685154062,4.774032459,4.551839465,4.258263305,4.813740857,3.751914752,4.206906154,5.135822081,3.751864601,4.234188034,3.956831832,3.781481481,4.303221921,5.757802747,4.972931563,4.88686302,4.383024691,4.437195716,4.358308358,3.774114774,4.304108935,4.759155306,5.443945069,3.962247586,4.804265997,5.052317248,4.10951189,4.01126408,4.444194757,4.308403361,4.127506014,3.95271164,4.277058847
,3.770150484,4.220331291,3.844302077,3.961725067,4.293333333,4.298717949,3.313939394,4.294219453,3.743430483,4.040141897,3.974585886,4.030084236,4.069920388,4.061212121,4.050784694,4.793049893,4.489775855,4.203703704,4.890408674,4.579439252,4.319410319,3.985051446,4.08192584,3.844932845,4.043040293,4.060920734,3.495767559,3.906273338,4.260964912,4.030507048,3.863721365,4.326670474,4.133566298,4.487041719,4.223858616,4.048387097,4.410078387,4.022152994,4.09057548,4.180413297,4.415952789,4.430530973,5.021092808,4.498582152,4.089757832,4.410508757,4.286407767,4.031740105,4.074814392,3.796831683,4.155894709
,3.862378676,4.384325656,3.87237433,3.995375578,4.154422789,4.114076683,3.290057915,4.237548387,3.641329739,3.910192837,3.842365293,4.062445031,3.82080255,3.892873777,3.947810123,4.462469734,4.61231746,4.208849793,4.163016732,4.156076412,4.079257553,3.801949025,3.973529412,3.718059299,3.858264463,3.990857143,3.527262611,3.85042735,4.113094245,3.986270023,3.699030807,3.972692601,4.029691877,4.101737283,3.847345133,3.764136781,4.269107551,3.898929684,3.946463178,4.042286501,4.047076462,4.326584022,4.701032258,4.06184193,4.259649623,4.263746032,3.940605534,3.806437829,4.105166536,3.868552903,4.009643903
,3.676919572,4.131232725,3.888501005,3.880749747,4.089552239,3.982379314,3.422885572,3.943572985,3.464880714,3.965056526,3.807609657,4.12636847,3.700323849,3.786818377,3.83609634,4.058381783,3.96416122,3.835122624,3.725633232,3.965801272,3.797899392,3.665972704,3.814593698,3.598435463,3.766666667,3.637152227,3.549052397,3.730348259,3.998349206,3.79582588,3.814273216,3.858602466,3.839232015,4.008880491,3.928571429,3.740571429,4.103692066,3.645751634,3.906759907,3.738389929,3.928361715,3.940961857,4.231951147,3.886124931,4.106483469,4.022938171,3.770052848,3.691497093,3.978551686,3.690134427,3.848762501
,3.679463087,3.997315436,3.705559428,3.586666667,3.690268065,3.868507052,3.350401512,3.754899329,3.410834715,3.75627795,3.657884111,3.844116331,3.617370236,3.84566389,3.671568627,3.99337917,3.827603769,3.734981148,3.56596375,3.790425056,3.813785291,3.501436782,3.619444948,3.543176122,3.661387025,3.437229437,3.703477078,3.590549733,3.80597771,3.595169579,3.704693487,3.740613027,3.68587624,3.782949535,3.819401733,3.536023355,3.743360358,3.606534216,3.650775031,3.551605297,3.665320595,3.837977296,3.755675323,3.65609487,3.8669397,3.69535643,3.495977011,3.586229086,3.917999632,3.68498452,3.692103396
,3.600478827,3.740967962,3.520186335,3.446206793,3.62561539,3.688480182,3.245059611,3.569491782,3.411214128,3.595449422,3.673951384,3.574353289,3.435177837,3.719457014,3.557234775,3.788166495,3.665469146,3.600678162,3.487596236,3.729563932,3.688767044,3.437152302,3.433254717,3.489889625,3.565314978,3.5239819,3.511693889,3.479890934,3.72492236,3.489164087,3.602101066,3.569261006,3.63175036,3.69031958,3.644659152,3.458643507,3.624644621,3.5674706,3.527378977,3.442096493,3.476578247,3.679284289,3.709055877,3.564745011,3.634071525,3.620887969,3.47690075,3.498351353,3.758364912,3.520847024,3.574324857
,3.449272474,3.57731771,3.318134354,3.417253856,3.495581689,3.505586592,3.262535287,3.410552452,3.272609819,3.438609559,3.586033069,3.490700184,3.354340594,3.535459729,3.454545455,3.564556176,3.429546865,3.375431549,3.361935848,3.505680748,3.645851302,3.367320876,3.343325716,3.484348125,3.519113678,3.439356142,3.394658162,3.415793108,3.546143113,3.369078467,3.569121486,3.486535685,3.485947778,3.49126871,3.457511129,3.34248366,3.47673459,3.516891706,3.373297345,3.372922078,3.410113519,3.584519306,3.565633167,3.40893798,3.503402671,3.363825783,3.350667694,3.406651258,3.658845438,3.38272578,3.450774189
,3.331152577,3.398496241,3.224771434,3.23230298,3.355257417,3.343455497,3.20787309,3.321498691,3.231551116,3.263134328,3.400841962,3.417605897,3.257907941,3.401465201,3.367263709,3.424282891,3.340314136,3.28895866,3.25201957,3.472747782,3.43799855,3.340259025,3.298942421,3.311696439,3.336193869,3.287685428,3.250365867,3.353689168,3.394850702,3.284331195,3.460322495,3.439604268,3.260721623,3.356811313,3.389143015,3.235113567,3.417360154,3.411142994,3.234838569,3.29933581,3.266108007,3.406091371,3.435984208,3.291339442,3.371452191,3.206105963,3.018743668,3.341653585,3.494768466,3.366700497,3.3306451
,3.284552846,3.297420491,3.176315661,3.174072087,3.265043949,3.26338604,3.087730093,3.2517934,3.191391277,3.174677003,3.337733142,3.382107023,3.21406583,3.296915645,3.321477623,3.294546637,3.255695004,3.19687426,3.193987149,3.358564658,3.389027989,3.190294909,3.242475001,3.238358209,3.235575282,3.176119403,3.208286882,3.222442032,3.220908963,3.188542422,3.272454388,3.331561697,3.180792699,3.242894439,3.292620496,3.275749963,3.311144279,3.238636877,3.248160686,3.262400624,3.149607535,3.214729794,3.382870431,3.272760099,3.253356515,3.118091537,3.005070994,3.229294003,3.31211916,3.304672984,3.244587402
,3.150062267,3.163647343,3.064398972,3.108485182,3.168865988,3.117503765,2.988445046,3.156847545,3.081363959,3.068888889,3.161730508,3.200565095,3.096731524,3.220856802,3.17169058,3.14987528,3.204136872,3.070671526,3.085381464,3.259120107,3.258124229,3.09293142,3.163909505,3.135572782,3.17633873,3.096425495,3.098243039,3.162114356,3.086618877,3.107720178,3.121989024,3.26100295,3.070259369,3.155711952,3.153744899,3.035241075,3.22486416,3.116459302,3.123678732,3.132971093,3.105445432,3.151271417,3.261220497,3.18300812,3.186477175,3.013868962,2.939621821,3.170753968,3.126557433,3.181134536,3.135650985
,3.064370412,3.067914439,3.043253968,3.041000077,3.053397686,3.103482025,2.987301587,3.082662989,3.058782765,2.945233117,3.119603175,3.155616398,3.0320999,3.140176991,3.11326223,3.037932244,3.130336838,2.984312565,3.001685436,3.10193133,3.197454051,2.953540985,3.067704997,3.082318241,3.062934734,3.004101006,2.978019107,3.018472906,3.045305269,3.065039683,3.02548466,3.001091107,3.022060079,3.019880487,3.086211772,2.977786919,3.121513269,3.066412609,3.05907173,3.038968254,3.005938674,3.07826087,3.181355932,3.092929222,3.084792102,2.956340956,2.918977384,3.088892896,3.028834933,3.091738156,3.053715783
,2.972648686,2.933688848,2.909917057,2.909483961,2.976638773,3.017787301,2.893184277,3.019100854,3.003668244,2.876625173,3.029428592,2.987688331,2.882821998,2.993546786,3.047414718,3.001605888,3.020910003,2.857021392,2.922268326,2.970309152,3.043344802,2.925732218,2.957668464,3.001323035,2.993810639,2.933515483,2.903638421,2.917561126,2.953412327,3.004659388,2.960684284,2.878467817,2.978980962,2.966119132,2.985053279,2.922971511,2.998963027,2.941666667,2.945255089,2.953373755,2.955873563,2.932275514,3.077204819,2.888414343,3.001988958,2.922755139,2.848772504,2.958447641,2.971022942,3.00653527,2.95910501
,2.837252235,2.860447945,2.804002873,2.839903614,2.867165891,2.877152812,2.850317832,2.948958949,2.866945467,2.775009795,2.961999315,2.854425703,2.839024853,2.908401606,2.914098211,2.895739317,2.914231076,2.781495098,2.826501225,2.848350598,2.946224465,2.83263745,2.87215694,2.929977976,2.87184595,2.853879431,2.780655157,2.861816927,2.832490049,2.878788845,2.901312336,2.79628584,2.882581124,2.791703999,2.932401606,2.834301946,2.887041646,2.852273092,2.853395785,2.873799197,2.890294821,2.880978243,2.932322304,2.80991981,2.910916335,2.837370358,2.794613583,2.818244557,2.839293173,2.872636438,2.862471676
,2.755925156,2.764465863,2.733863837,2.732307879,2.806560714,2.745870002,2.757523887,2.80573535,2.764782141,2.696776511,2.797414886,2.753138815,2.701531863,2.829158062,2.809685351,2.795626072,2.833056133,2.724075354,2.736202327,2.775419982,2.811787072,2.749513705,2.829306548,2.836788667,2.789146215,2.821622226,2.699560025,2.814299901,2.768905357,2.783880795,2.776886035,2.738965123,2.832965049,2.712071078,2.838166814,2.740789154,2.759803922,2.743677232,2.72749004,2.776300743,2.777450146,2.81666464,2.805007166,2.715858908,2.796940897,2.743643211,2.786961481,2.735565328,2.761186436,2.797111701,2.772148716
,2.671697276,2.697107938,2.663069411,2.689802844,2.723012282,2.637390068,2.69304695,2.712475581,2.720340176,2.639019689,2.71943008,2.653847205,2.633511925,2.739610498,2.71870688,2.720582849,2.739749415,2.647034345,2.657209239,2.691149537,2.706097764,2.678802788,2.750488779,2.75587846,2.696077627,2.714664897,2.634421038,2.67578407,2.603919835,2.694065813,2.658939601,2.659376244,2.740926374,2.63247494,2.729424628,2.676374006,2.666519304,2.659724784,2.63389331,2.700355605,2.691868252,2.719604574,2.698809324,2.612610429,2.707753368,2.672983398,2.615182482,2.648795264,2.675365826,2.729741208,2.684174364
,2.453048643,2.608432148,2.541321781,2.586499753,2.618008819,2.584870604,2.630308656,2.644542431,2.639643175,2.562378537,2.62844342,2.524014337,2.546487826,2.630731799,2.657562915,2.530696365,2.669636457,2.574838324,2.597457518,2.594585663,2.613510636,2.604616194,2.658185053,2.60549436,2.56571805,2.614336553,2.554240479,2.568059632,2.521988159,2.639029807,2.574341889,2.578876462,2.652644526,2.581106719,2.601480106,2.612209688,2.595346276,2.622678752,2.56658346,2.591789527,2.59915063,2.639955941,2.656697206,2.532166325,2.629441884,2.618759532,2.537706943,2.572490119,2.63685463,2.607245264,2.595524279
,2.426690813,2.518115762,2.463404991,2.524031446,2.542416763,2.522563437,2.492474835,2.392482997,2.556569746,2.46641957,2.576095655,2.443117858,2.454405492,2.535112429,2.555003706,2.458465577,2.557830043,2.483203352,2.508376575,2.51571511,2.517065391,2.504960317,2.549022396,2.533971292,2.484364352,2.504951676,2.467234989,2.50700519,2.475732566,2.544693903,2.501102026,2.519968281,2.565852012,2.541834871,2.520623236,2.51497943,2.537657524,2.532695375,2.507348792,2.518050716,2.489111094,2.535776433,2.561131702,2.477717405,2.546732693,2.505933091,2.471308196,2.499461193,2.568748325,2.51245246,2.510199662
,2.375063255,2.439509485,2.42183836,2.435143549,2.447872708,2.448808978,2.433852497,2.329117771,2.46462851,2.398008322,2.47478241,2.382182907,2.395434106,2.460444343,2.483234082,2.404924416,2.473497249,2.306723082,2.415948783,2.328029517,2.450847458,2.413665678,2.462030212,2.436473191,2.40381816,2.434524213,2.372535455,2.434411226,2.415119921,2.445102273,2.410009162,2.451977401,2.454033771,2.454366047,2.427882126,2.445275609,2.458988032,2.441868988,2.441674905,2.451337701,2.465490603,2.455514758,2.472712087,2.429844251,2.474797428,2.433748926,2.341045591,2.412456747,2.472555665,2.437138678,2.428405812
,2.301060752,2.378439242,2.355547733,2.359332028,2.372220775,2.362879291,2.34729097,2.296979164,2.247818383,2.340349267,2.403907505,2.304662073,2.321760466,2.393258674,2.388251667,2.307759646,2.379955703,2.266290144,2.34910299,2.273971106,2.368681605,2.332082082,2.349915293,2.363143813,2.329597602,2.35440299,2.298629293,2.366944589,2.350232558,2.359468439,2.33864446,2.370620506,2.405204873,2.36606466,2.37004781,2.376833891,2.388857714,2.342551233,2.373132664,2.343314404,2.378495523,2.397906896,2.393510045,2.344346928,2.390724638,2.370880069,2.28245262,2.342039888,2.390590858,2.358868325,2.350980477
,2.229606431,2.297195858,2.27502157,2.30920029,2.30798622,2.296359299,2.290538948,2.24332787,2.194350356,2.278797369,2.329968927,2.24782873,2.262346068,2.309636617,2.306384814,2.245513374,2.295467695,2.216623023,2.281931661,2.229374546,2.284873702,2.27357999,2.282889654,2.299166631,2.261461794,2.270145409,2.241296163,2.294372294,2.279369659,2.306274141,2.26771437,2.305835682,2.317352788,2.29700918,2.303566141,2.296432015,2.317711347,2.28355794,2.297907219,2.264073717,2.275452977,2.258143151,2.330517379,2.272806625,2.313072367,2.284825226,2.223336548,2.280557414,2.32543185,2.286681667,2.280857494
,2.178707916,2.250483303,2.219300401,2.240663229,2.245737332,2.228611613,2.21607717,2.173901393,2.183004009,2.220916215,2.249221758,2.188164729,2.194924679,2.232067771,2.238920292,2.186018048,2.218561436,2.184349409,2.207362488,2.168942431,2.177998006,2.216662258,2.208970106,2.233242342,2.204676897,2.176858428,2.16783403,2.211106815,2.230532808,2.215644777,2.205754869,2.235415086,2.263188466,2.225557515,2.242730103,2.238776931,2.241895769,2.232999697,2.216974632,2.214932541,2.21476905,2.141289934,2.251541483,2.198559349,2.236161896,2.208641137,2.160585002,2.225966691,2.247105269,2.216207913,2.213770308
,2.131838548,2.180681818,2.154256691,2.164851097,2.181989875,2.175056377,2.16851489,2.140752351,2.129231975,2.152048141,2.173580938,2.141281348,2.101938377,2.163740254,2.166242779,2.136682243,2.174949904,2.128664656,2.155414111,2.131876959,2.127958464,2.144634372,2.150311526,2.16440047,2.14755094,2.122469353,2.117535266,2.127566614,2.169574732,2.156798959,2.144019205,2.148461838,2.194298589,2.173667712,2.193496885,2.176751247,2.171571317,2.168204829,2.153634617,2.14611305,2.160004792,2.096646359,2.17022535,2.151528213,2.181152038,2.144119938,2.110869305,2.159553995,2.211760608,2.156858106,2.15390664
,2.082456239,2.126059462,2.101649125,2.106205411,2.112516619,2.122538454,2.114789995,2.103975535,2.093637227,2.088760061,2.124209533,2.095551678,2.05899009,2.097975117,2.102988954,2.068844633,2.115601699,2.093300313,2.103881728,2.095195847,2.082435111,2.087069526,2.106958594,2.111680912,2.090665408,2.08732421,2.077314175,2.077981651,2.105570713,2.097725342,2.086091187,2.101386466,2.127041057,2.112605767,2.142067013,2.129547288,2.122192829,2.121680038,2.122774432,2.107835459,2.106619938,2.072155745,2.107897621,2.099221273,2.122042579,2.088850902,2.075602951,2.10881597,2.129249763,2.099839547,2.102347424
,2.048572669,2.065446074,2.050490249,2.068685619,2.064469468,2.063533413,2.072052561,2.067720415,2.027428362,2.040666484,2.067740381,2.047843999,2.034179012,2.06657456,2.052390163,2.022411425,2.074423821,2.051340497,1.985950487,2.056355757,2.046027008,2.054560585,2.069702232,2.065635074,2.039182095,2.039182095,2.028245914,2.028398792,2.073763331,2.051250045,2.052378699,2.050128442,2.073799731,2.063312182,2.092050134,2.081460979,2.075672058,2.068291183,2.065427875,2.036912936,2.072397699,2.041786481,2.058047691,2.06053041,2.064220183,2.043272188,2.040268951,2.055519375,2.07620617,2.052469698,2.054967513
,2.010110163,2.014483538,2.021608979,2.032483287,2.027695351,2.02845124,2.026226013,2.03112962,2.008354529,2.006953102,1.96041992,2.017158018,1.997992182,2.035608309,2.023791861,1.956047198,2.034905975,2.011368308,1.975945078,1.976523363,2.016873562,2.0094172,2.022926381,2.02767194,2.008778437,1.9978961,2.001492459,1.994172848,2.033233841,2.018240212,2.017049146,2.016469721,2.030481274,2.013300518,2.040180831,2.030503745,2.037833828,2.025512264,2.032114199,2.003511668,2.023986152,1.96074961,2.033276812,2.023860641,2.029346712,2.010996492,1.999442556,2.009163743,2.030733362,2.007418398,2.014077814
,1.990026086,1.989195864,1.964404366,1.998576175,1.984788462,2.000409186,2.005594877,1.990982439,1.996351423,1.974601705,1.964014509,1.990287477,1.979608886,2.004407427,1.996278575,1.958661948,2.000443285,1.989264461,1.967844832,1.958190091,1.98649061,1.988986071,1.979185029,2.002062981,1.989616899,1.984359726,1.977971364,1.981142568,1.992488553,1.985201098,1.988355143,1.984388772,2.001644179,1.982814178,1.996895954,2.000050851,1.998033765,1.990798787,1.999016883,1.979592893,2.000457658,1.964878975,1.998175711,1.994809572,2.008283171,1.982558437,1.983210715,1.980981761,1.992848691,1.98573168,1.987699295
