BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version-3.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2023 10:00:59:133 +0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
[min],0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,
[max],416.0022222,416.7622222,416.0288889,417.4044444,415.9444444,417.0111111,417.5955556,415.9377778,416.4288889,415.8688889,416.6044444,415.8733333,416.1222222,416.6511111,416.8844444,415.8222222,416.7133333,415.7733333,415.88,417.2644444,415.5911111,416.7377778,415.52,416.3888889,415.8666667,416.1577778,415.7844444,416.8577778,415.8955556,416.0111111,416.3622222,416.3866667,416.64,417.3044444,416.8977778,415.8733333,416.0822222,417.1266667,416.4377778,416.1822222,416.2333333,416.6022222,415.9511111,416,415.9288889,415.6422222,415.8844444,416.6155556,415.8022222,415.7088889,
[mean],289.7643256,279.8457631,292.0714098,286.4840856,287.0458605,286.9434576,285.0029182,280.2974365,290.9863544,281.028476,279.5755469,284.7629518,290.1149255,285.713779,283.3007557,282.6191822,281.9223316,284.9188921,286.1157343,281.9821279,288.3397386,287.2344249,280.0671964,281.1846687,282.4293818,285.0780697,287.249582,283.1950159,282.8377442,284.6150473,286.8866745,288.036931,283.515361,285.1354778,288.8903948,288.8728894,282.9746137,289.0503531,280.9993004,279.1822033,287.1340604,289.1462464,292.6562587,285.897674,287.4676953,287.0887021,286.3956563,287.4322342,290.4750084,287.212448,
[steps],50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[all run data],Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Degree-of-Separation,Average
,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225
,3.385365854,0.707317073,1.717073171,3.858536585,1.575609756,3.053658537,2.404878049,0.707317073,0.707317073,1.453658537,1.409756098,3.565853659,3.52195122,1.409756098,0.707317073,2.941463415,0.707317073,3.565853659,1.453658537,0.707317073,0.707317073,0.707317073,2.590243902,1.717073171,0.707317073,0.707317073,3.151219512,2.941463415,1.717073171,1.575609756,0.707317073,3.858536585,1.575609756,1.453658537,3.443902439,1.453658537,1.717073171,0.707317073,0.707317073,1.175609756,4.034146341,1.243902439,3.165853659,3.52195122,3.858536585,1.717073171,1.575609756,1.575609756,0.707317073,1.717073171,1.92
,6.60952381,4.042857143,5.447619048,10.07142857,13.25714286,6.342857143,8.280952381,3.457142857,2.076190476,3.519047619,3.838095238,6.219047619,12.36190476,7.761904762,2.223809524,6.852380952,9.171428571,12.22857143,6.271428571,2.214285714,13.79047619,3.304761905,8.70952381,3.928571429,5.947619048,1.604761905,12.35238095,3.40952381,2.214285714,2.076190476,3.852380952,8.423809524,2.838095238,5.7,7.19047619,4.019047619,8.971428571,2.642857143,3.20952381,1.685714286,11.62380952,10.87619048,6.761904762,12.44761905,7.161904762,6.485714286,16.2,7.319047619,7.895238095,13.06666667,6.759142857
,19.33023256,8.706976744,28.7627907,26.73023256,26.96744186,15.93488372,12.90697674,12.1255814,6.790697674,16.73488372,4.609302326,24.86046512,23.45581395,11.99069767,6.786046512,11.44186047,16.60465116,16.3255814,18.20465116,14.1627907,30.40930233,7.902325581,14.17674419,24.81395349,21.18604651,6.046511628,22.31627907,5.111627907,6.474418605,13.3255814,14.98604651,36.55813953,8.339534884,23.45116279,33.38139535,11.54883721,23.49767442,15.2372093,18.25116279,7.525581395,23.61395349,31.35813953,7.446511628,26.03255814,20.30697674,25.99534884,34.31162791,20.35348837,21.04186047,19.73023256,17.96325581
,36.14545455,41.85454545,62.11818182,50.51363636,45.67272727,40.66363636,20.60909091,39.98181818,55.66363636,39.96818182,25.08636364,43.34545455,45.05909091,61.81363636,18.03181818,56.67272727,27.98181818,31.55909091,40.51363636,54.94090909,51,16.11363636,31.42727273,45.55,28.68181818,42.68181818,48.79545455,32.99545455,19.29090909,38.16363636,41.38181818,60.67272727,61.82727273,32.79545455,49.4,43.3,28.79545455,36.37272727,38.58181818,38.48636364,45.82272727,60.78636364,48.58181818,36.2,27.37727273,45.04090909,56.39545455,57.45454545,49.15,37.21363636,41.77063636
,76.45777778,68.76,84.34666667,80,61.85777778,49.38666667,56.05333333,57.36,83.42666667,68.96,41.68444444,56.84444444,72.66666667,60.51111111,63.25777778,61.14666667,54.84444444,47.46666667,57.50222222,69.81777778,52.67111111,83.60444444,49.53777778,69.63111111,40.99111111,71.32444444,67.44888889,57.82666667,24.39111111,56.14222222,62.69333333,82.77777778,70.54666667,63.44,61.92,46.74666667,62.39555556,46.18666667,55.26222222,42.98666667,55.80888889,59.91555556,102.8577778,45.08444444,75.76,69.30666667,70.85333333,70.17777778,79.20888889,61.73333333,62.63164444
,92.36956522,89.5826087,103.2086957,96.67391304,93.28695652,70.69130435,69.24782609,88.41304348,116.7391304,93.60434783,73.25652174,89.72608696,109.1217391,99.79565217,88.46956522,75.32173913,76.58695652,62.42608696,82.0173913,96.63478261,79.8,90.66521739,77.08695652,97.62173913,68.10869565,74.07826087,82.13043478,99.8826087,96,95.64347826,83.39130435,101.6478261,82.00434783,85.63043478,88.52173913,104.573913,80.26086957,111.2434783,67.53913043,64.09130435,90.61304348,92.79565217,122.1478261,58.87391304,87.1826087,92.95217391,97.57391304,96.73478261,98.43913043,92.19130435,88.532
,115.9191489,102.9617021,129.6382979,107.3574468,123.3574468,109.9191489,96.4893617,103.5191489,129.293617,110.587234,98.50638298,114.5021277,133.8765957,126.1489362,94.63829787,121.9829787,96.50638298,108.4893617,110.3659574,110.8170213,96.85531915,123.4893617,98.4,126.2212766,105.5744681,110.2170213,146.2085106,119.7829787,116.2085106,123.4808511,125.1914894,133.5829787,110.9276596,104.8851064,114.293617,111.5531915,97.55744681,133.9276596,93.88085106,99.48510638,100.4255319,148.6255319,128.3957447,92.18297872,113.4808511,118.8212766,124.1361702,128.1574468,129.6553191,141.4085106,115.2377872
,148.0666667,114.2041667,179.7208333,127.4541667,136.2416667,147.0583333,122.5375,123.2041667,143.4541667,123.2625,117.3958333,132.7666667,178.6833333,136.3083333,132,148.3583333,123.7958333,134.1625,159.2541667,120.1708333,139.3583333,164.1083333,144.4666667,147.0166667,138.3875,134.1583333,166.3458333,154.1916667,145.2916667,144.5083333,138.125,149.5291667,131.55,122.6291667,135.75,142.55,110.3875,137.4458333,109.3166667,118.375,136.5041667,156.5833333,160.6791667,117.5,142.9708333,146.8291667,149.125,141.325,148.6416667,164.9333333,139.7336667
,182.2408163,136.8408163,199,168.4693878,176.0816327,182.1387755,141.6530612,143.3795918,193.3183673,139.6081633,136.4408163,151.5755102,209.5061224,161.2857143,166.7265306,166.9061224,137.322449,153.155102,195.5183673,153.3346939,166.5387755,187.3959184,153.9020408,171.6040816,164.644898,155.0326531,173.1714286,177.3387755,170.9959184,171.1428571,170.355102,162.5836735,137.722449,141.5877551,169.2244898,169.8040816,127.044898,169.5265306,138.1673469,169.3632653,161.8244898,190.8040816,205.8693878,133.7591837,164.0326531,160.1102041,166.244898,167.2326531,183.044898,177.4571429,165.0405714
,208.992,176.8,218.22,209.952,194.936,221.896,169.448,166.336,200.488,181.216,164.424,179.128,232.04,179.364,181.648,184.324,169.428,174.796,208.844,178.456,189.528,216.708,169.06,188.94,174.58,174.156,185.328,200.52,189.224,191.156,192.492,187.232,154.688,182.456,193.312,204.56,159.976,194.348,165.22,181.236,179.788,222.04,241.06,165.868,190.176,195.284,175.788,194.408,217.544,193.24,189.41304
,220.5529412,194.1764706,243.3215686,228.654902,205.9254902,225.0666667,195.9607843,187.9372549,244.4235294,190.2039216,187.3490196,224.2784314,247.8431373,210.2352941,195.1490196,206.2666667,192.7882353,198.4862745,213.3176471,206.2039216,216.7215686,223.1137255,185.0039216,197.254902,199.9333333,191.8862745,225.0313725,208.3843137,236.2470588,203.5843137,222.3921569,221.4941176,170.0823529,218.9372549,227,227.0588235,196.1882353,241.9803922,199.1921569,208.2117647,222.4784314,249.3647059,251.5254902,195.4627451,199.8117647,223.7058824,199.1215686,214.1529412,230.6745098,226.4313725,213.0113725
,251.9884615,228.9653846,265.35,239.0115385,233.9,245.4692308,251.2269231,229.55,261.5884615,230.8653846,217.0769231,272.3423077,256.8076923,248.2730769,219.0269231,238.5307692,219.4307692,225.9884615,233.6692308,213.6653846,250.2230769,257.3615385,215.9230769,207.7192308,241.5230769,230.1692308,222.8692308,235.0692308,264.9346154,234.2115385,230.2384615,251.7192308,216.5807692,230.8153846,252.9307692,258.6,210.6576923,268.8653846,217.2346154,248.0807692,240.8807692,276.7346154,256.2076923,240.4076923,225.6384615,228.0346154,243.5,236.3461538,246.7192308,243.5730769,239.3299231
,257.3471698,253.4150943,285.7433962,257.7132075,248.3396226,269.9584906,264.2981132,258.2641509,268.2377358,252.6754717,243.0264151,269.2754717,264.5056604,258.1245283,256.0301887,246.4301887,255.6415094,243.4150943,235.8528302,236.8528302,267.9509434,271.5849057,248.6415094,222.5207547,251.4716981,269.9056604,247.445283,231.5660377,266.7924528,249.4867925,255.8679245,261.5283019,239.5622642,244.2,276.9207547,283.2943396,241.1773585,287.0867925,256.8490566,267.5433962,264.6981132,281.9660377,273.6264151,261.4226415,258.3886792,252.109434,272.5962264,259.3811321,269.2113208,259.8113208,258.3950943
,295.0222222,276.3111111,296.7037037,276.6592593,265.4,288.4074074,288.1925926,273.9222222,281.9851852,270.5851852,260.1481481,283.9962963,277.662963,264.0333333,278.1407407,260.0037037,269.4592593,288.8111111,265.0037037,261.0037037,280.4777778,285.5481481,267.0185185,235,265.8,290.4851852,276.2777778,267.0888889,276.2666667,253.1481481,279.2407407,283.0962963,270.1925926,256.1925926,303.4481481,305.9888889,261.6185185,302.9925926,280.0666667,259.1185185,282.5222222,296.8259259,283.3111111,282.9592593,283.5555556,295.7074074,285.5111111,272.1703704,279.2,271.3259259,277.0721481
,312.5236364,288.7018182,302.2109091,298.3818182,289.4181818,294.6654545,304.2181818,283.3018182,302.6981818,273.2836364,277.1163636,283.56,288.1963636,285.9636364,291.8945455,274.6763636,268.0327273,311.1272727,275.5272727,273.1054545,317.3709091,294.9672727,280.3236364,252.9345455,272.9236364,305.3963636,302.1963636,280.7854545,283.1818182,268.1890909,298.3018182,284.5309091,290.8836364,266.4436364,316.3272727,305.72,286.3709091,313.3163636,304.88,273.3309091,302.4654545,291.0618182,299.1672727,293.8436364,307.0072727,314.8836364,292.7054545,277.2545455,299.0145455,273.9672727,290.5669818
,323.2178571,296.4642857,315.4928571,312.4357143,311.9321429,298.1821429,305.4428571,306.2178571,317.3392857,270.7964286,307.875,297.2964286,295.0464286,302.65,315.9,294.3642857,284.0357143,329.4214286,305.1535714,272.6428571,336.9678571,308.575,288.1071429,274.1785714,274.3357143,307.8464286,311.9178571,289.7678571,282.3321429,295.1178571,302.0142857,304.6321429,313.0892857,289.6071429,324.3428571,321.0035714,288.65,317.2714286,293.9071429,270.9142857,308.1285714,307.4678571,300.525,309.1464286,316.2642857,330.925,297.5071429,311.8785714,317.2357143,286.0142857,302.8315714
,334.0421053,294.9157895,337.954386,318.1333333,316.2245614,316.1263158,332.0947368,307.1017544,330.0140351,281.6982456,320.5438596,298.954386,296.1122807,311.2701754,307.5508772,303.4385965,301.4982456,325.4631579,308.4,299.0877193,343.2912281,318.7964912,282.1684211,295.4912281,299.7789474,308.0421053,308.6035088,308.0140351,280.7929825,311.8035088,314.1017544,316.954386,331.277193,322.5614035,323.4912281,323.8140351,307.3754386,317.8947368,306.0070175,288.8140351,321.6035088,308.4385965,312.6912281,319.6245614,317.7473684,331.4491228,316.8035088,320.8,315.1929825,307.5719298,312.4324211
,326.6241379,301.7586207,335.1931034,322.0965517,333.2896552,320.9137931,349.5931034,304.4034483,331.0310345,309.6344828,318.3034483,307.6206897,310.7172414,341.1586207,319.1482759,300.1482759,316.1655172,329.3310345,327.4931034,314.7310345,345.9310345,333.7413793,298.3517241,303.2206897,322.0793103,328.1724138,313.7,316.6482759,287.5482759,318.837931,330.3206897,318.3103448,329.2172414,326.8517241,346.6482759,338.3034483,317.3724138,314.8724138,310.0241379,290.3793103,324.6931034,304.3931034,341.9793103,331.8724138,332.6206897,326.062069,326.7413793,321.0206897,321.262069,334.4758621,321.5001379
,339.1898305,306.5016949,335.9728814,322.1864407,334.8508475,325.9288136,331.7355932,313.3288136,327.2101695,319.979661,312.620339,314.1423729,321.2135593,332.6169492,335.5050847,311.0372881,331.3322034,343.7627119,327.5084746,324.1627119,347.8949153,339.6644068,308.8881356,330.1118644,335.6711864,334.9627119,322.359322,324.3898305,304.5288136,318.6474576,347.8305085,315.2813559,340.7220339,340.9186441,338.8949153,332.1457627,344.5118644,316.1389831,308.6542373,282.7389831,323.6135593,307.5491525,338.5423729,339.5627119,340.0135593,339.4949153,328.0745763,332.020339,331.4711864,324.4644068,327.0109831
,338.1533333,313.0666667,329.8366667,322.9266667,355.88,340.1733333,329.46,312.12,329.0966667,324.2933333,319.26,324.6733333,334.9166667,345.1533333,331.46,330.27,348.0066667,338.2966667,331.03,322.71,341.1733333,334.2733333,324.4033333,315.51,337.8733333,332.11,333.3733333,318.9566667,320.3066667,336.76,340.1566667,332.77,338.3133333,334.67,339.43,332.2866667,358.8666667,331.92,308.69,320.2966667,331.3433333,322.8466667,347.3033333,346.0266667,339.4,330.1433333,326.3933333,340.81,345.2033333,332.0066667,332.288
,340.1278689,320.4360656,341.9278689,324.9967213,345.6655738,332.9278689,343.0655738,325.2065574,343.3672131,323.3180328,323.3344262,317.4,336.7737705,338.304918,338.1311475,328.6819672,346.0393443,344.8721311,333.1868852,338.0491803,330.6098361,326.5704918,324.9377049,316.2983607,338.8885246,329.1508197,343.695082,314.5737705,329.6459016,346.1344262,330.6754098,339.0786885,335.3868852,347.5278689,331.5803279,334.252459,346.4491803,340.7737705,324.242623,316.7540984,337.5311475,336.504918,347.1081967,347.3606557,337.6459016,338.0065574,326.6622951,348.0393443,343.2819672,339.1934426,334.6874754
,338.1774194,322.3612903,341.4806452,332.7258065,338.9290323,327.3064516,342.3129032,316.5354839,341.1677419,335.2612903,336.8903226,326.9774194,337.9612903,334.7258065,337.5645161,327.2774194,355.5322581,335.8580645,328.0193548,333.7677419,329.7935484,327.8903226,339.9258065,321.4903226,338.416129,342.5129032,341.2290323,319.4612903,327.6806452,341.9064516,326.1129032,342.0870968,339.5483871,353.3806452,327.8,339.183871,346.1483871,337.9967742,324.1903226,320.1806452,350.2451613,344.6548387,352.1677419,349.3967742,343.616129,345.0451613,327.8516129,337.0032258,346.9774194,337.4451613,336.2434194
,342.1873016,323.0539683,327.1746032,330.752381,342.3968254,335.1079365,339.5396825,323.0698413,342.5111111,337.5365079,341.8222222,339.3206349,343.9936508,327.8380952,335.3587302,320.168254,346.4571429,347.9904762,343.9714286,329.1904762,336.9587302,319.0603175,330.8761905,335.0507937,343.1396825,338.6031746,337.7396825,329.031746,335.8380952,339.1936508,335.0380952,340.568254,337.4190476,357.1428571,330.3428571,334.1301587,345.4698413,338.7365079,330.7047619,327.7650794,353.6222222,339.2761905,336.5904762,348.6222222,337.9746032,330.3269841,331.8444444,333.4285714,341.4793651,343.8793651,336.7859048
,340,317.459375,338.8875,328.690625,337.00625,334.009375,333.19375,324.721875,333.2375,330.071875,333.8625,341.690625,338.446875,327.334375,333.2125,319.378125,333.178125,334.69375,336.65,333.51875,335.365625,323.084375,336.678125,327,331.421875,342.721875,338.525,336.56875,333.515625,342.715625,335.04375,337.528125,333.934375,345.15,331.946875,334.00625,349.446875,338.5625,326.034375,327.740625,344.04375,336.128125,338.059375,347.284375,335.4875,327.446875,332.209375,350.61875,349.51875,338.996875,335.1205625
,337.8492308,329.0553846,338.3815385,326.8861538,337.7323077,335.8523077,336.16,321.36,344.8892308,328.8338462,335.0092308,338.7046154,337.04,329.7476923,326.3138462,322.9076923,334.5015385,333.04,341.3384615,332.5907692,331.8369231,331.12,332.1446154,336.8461538,328.8861538,334.0307692,335.4215385,334.2307692,338.5261538,332.64,324.2738462,326.6584615,334.0584615,345.9907692,333.9076923,333.6953846,349.1907692,333.5815385,336.9046154,325.8553846,335.6738462,325.5692308,335.2123077,342.7107692,335.6153846,315.7476923,331.5630769,338.9046154,346.7138462,340.1446154,333.9169846
,337.9181818,333.2969697,324.5606061,329.0666667,336.3545455,338.9787879,326.5515152,329.8060606,337.8151515,330.0333333,329.9848485,329.2606061,341.5333333,330.8151515,329.5545455,334.7939394,334.2969697,331.9666667,341.5212121,332.7545455,333.8060606,325.8939394,338.9060606,336.8272727,322.0606061,333.7272727,331.0848485,331.7545455,336.0606061,340.8454545,343.6060606,329.6242424,334.7121212,343.2575758,333.0545455,341.769697,344.6393939,338.0818182,344.8090909,333.0969697,330.5878788,329.5212121,328.5787879,345.5030303,342.0484848,317.2393939,344.6181818,337.9575758,345.1757576,334.5,334.6842424
,337.241791,331.0089552,321.7940299,327.6925373,328.1820896,333.0119403,326.1940299,332.6537313,338.0059701,334.0626866,337.0208955,328.4447761,336.5552239,334.1044776,335.1313433,333.4597015,325.2,335.2179104,337.2089552,333.4626866,334.7134328,328.7104478,329.5373134,331.5223881,338.2179104,328.0895522,333.0358209,332.2268657,334.719403,334.8865672,344.2746269,333.319403,335.1880597,332.9731343,329.4089552,332.761194,335.7074627,331.8746269,339.7283582,335.2895522,334.2298507,321.7701493,330.6776119,346.2447761,342.9880597,326.9731343,331.7701493,336.158209,337.3761194,335.3343284,333.3072239
,335.6911765,322.7794118,331.4352941,331.8088235,333.1617647,328.9764706,331.4705882,329.2823529,335.6382353,327.3352941,328.9705882,331.8882353,336.6588235,331.7,332.3941176,335.7735294,327.2764706,325.0382353,334.1411765,327.9617647,327.4676471,322.6117647,330.2058824,333.7617647,336.6411765,327.3176471,334.5735294,329.2,327.6058824,334.5294118,338.2588235,337.9588235,327.8352941,329.7970588,329.2058824,335.2352941,333.8323529,335.7647059,336.5764706,330.65,335.9264706,318.2941176,336.8352941,341.2823529,339.3323529,329.2147059,329.1852941,327.1705882,331.0911765,341.3558824,331.762
,332.0521739,324.3014493,330.0289855,332.8695652,327.3594203,334.7391304,331.3333333,328.4144928,336.3971014,332.7362319,327.5536232,333.7362319,328.0898551,327.7623188,332.3072464,337.6144928,320.1913043,322.573913,337.7913043,328.8202899,332.0753623,333.0318841,332.5304348,333.4318841,330.6144928,335.2724638,331.1797101,329.3594203,336.0753623,327.9710145,335.8637681,336.1565217,325.6753623,336.4405797,328.7594203,331.1101449,331.9565217,328.8869565,336.5681159,327.9449275,333.0057971,329.5449275,337.8202899,340.0956522,335.5797101,330.8724638,332.2347826,326.9623188,329.9304348,335.8434783,331.5893333
,331.5342857,331.9885714,326.8171429,335.9342857,332.1542857,337.1457143,337.3657143,335.4742857,339.2,334.0314286,330.7171429,334.9942857,331.2857143,331.7885714,332.9085714,333.2514286,331.8314286,334.6228571,340.46,333.4171429,338.9885714,330.6114286,336.8885714,335.1714286,334.3628571,334.16,335.4142857,330.16,333.1485714,331.6657143,335.4457143,336.3371429,325.9457143,332.2742857,334.0628571,333.9228571,329.7771429,332.28,333.4828571,337.6971429,335.5285714,329.8028571,336.1085714,341.2314286,337.1457143,337.3942857,330.3457143,331.1057143,338.9371429,332.5342857,333.9770857
