"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"Rate-of-connection","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"add-people","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"connection-plot?","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"Rate-of-interTeam-connection","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"separation-plot?","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true"
"num-teams","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"num-people","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20"
"[reporter]","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation","Degree-of-Separation"
,"0.5327700778431744","0.3073856085057908","0.4464590848680463","0.437383709891779","0.3238845642680843","0.36324283273210556","0.43502942851718246","0.45283842794759827","0.4593696601480919","0.31965065502183404","0.39157015378773496","0.2809758876020505","0.44243402316309094","0.3975887602050503","0.34585152838427946","0.4432314410480349","0.4039111448642491","0.3763432694133283","0.3840706284412379","0.5247769128536168","0.5244161761913803","0.3506360356939434","0.43149800645528763","0.4438389975318018","0.2604518701348016","0.43461173343459275","0.4300740459464591","0.36852097968483005","0.3470856274919309","0.3116954623125119","0.37657110309474084","0.3169736092652364","0.4032656161002468","0.43149800645528763","0.3677805202202392","0.3714068729827226","0.34475033225745205","0.44175052211885324","0.22265046516043288","0.3853616859692425","0.5427947598253275","0.447807100816404","0.36774254794000377","0.33111828365293333","0.28042528953863677","0.44461742927662806","0.47767229922156823","0.34091513195367384","0.44040250617049553","0.45297133092842223"
,"0.5484633569739953","0.4844335333697036","0.5796872158574287","0.5279505364611747","0.6058737952354973","0.45999272595017276","0.5318785233678851","0.5265502818694308","0.584142571376614","0.5073831605746499","0.4854519003455174","0.37301327514093474","0.5310965630114566","0.5347699581742135","0.4061465721040189","0.5550281869430805","0.5040916530278232","0.5349699945444626","0.556519367157665","0.6387888707037643","0.5985815602836879","0.4319694489907256","0.5410438261502092","0.5501545735588289","0.4022549554464448","0.5453900709219858","0.5393707946899436","0.47992362247681397","0.41845790143662487","0.42744135297326785","0.5135479178032369","0.40241862156755775","0.4506092016730315","0.49416257501363886","0.4988725222767776","0.4889434442625932","0.4733769776322968","0.4821785779232588","0.36984906346608476","0.47863247863247865","0.6294962720494636","0.5193126022913257","0.39658119658119656","0.4204400800145481","0.3425895617384979","0.691380250954719","0.5226768503364249","0.4015275504637207","0.5046008365157302","0.518657937806874"
,"0.6473326359832636","0.5768479776847978","0.6367503486750349","0.6503661087866108","0.6515690376569038","0.5381450488145049","0.5619246861924686","0.6100418410041841","0.6407601115760112","0.6035041841004184","0.5558577405857741","0.4919979079497908","0.5810146443514644","0.6016910739191074","0.4676429567642957","0.718723849372385","0.5449442119944212","0.6241457461645746","0.584571129707113","0.7632670850767085","0.6977859135285913","0.5074965132496513","0.6353556485355648","0.6288005578800557","0.44808228730822874","0.6301429567642957","0.7681311018131102","0.5285564853556486","0.5527196652719665","0.5142782426778243","0.6378835425383542","0.4528068340306834","0.5010983263598326","0.6387900976290097","0.6567991631799163","0.5115934449093444","0.5457461645746164","0.5894700139470014","0.5267956764295676","0.5778591352859135","0.7029986052998606","0.5814330543933054","0.5500523012552301","0.5532949790794979","0.3915097629009763","0.7202754532775453","0.6437935843793584","0.4577231520223152","0.522071129707113","0.6218096234309624"
,"0.6984108397457344","0.6104717296754767","0.7035965205754433","0.6626129140180662","0.7410672465707594","0.5721478755436601","0.6684677149548344","0.6754098360655738","0.6917029106724657","0.7210270993643358","0.5793576446972232","0.6463867514218802","0.6956172632987622","0.737152893944463","0.620893275342924","0.9275342924054868","0.6587989294078287","0.6922047507527601","0.6958849113415858","0.7916527266644363","0.7290899966543994","0.6215791234526598","0.6792740046838408","0.6926062228169957","0.4969889595182335","0.6751254600200736","0.7999163599866176","0.6364503178320509","0.6213282034125125","0.6161090665774507","0.6930076948812312","0.5404483104717297","0.5838240214118434","0.7824188691870191","0.6906323185011709","0.5945466711274674","0.5138842422214788","0.6186517229842757","0.5927735028437604","0.6221980595516895","0.8610237537638006","0.7139009702241552","0.604667112746738","0.6013716962194714","0.5493476078956173","0.7109568417530947","0.7317162930746068","0.5448645031783205","0.5826530612244898","0.7269320843091335"
,"0.8357751004016064","0.6722088353413654","0.77914859437751","0.7647710843373494","0.8541686746987952","0.6524497991967871","0.6993734939759036","0.7727710843373494","0.7680642570281124","0.8202570281124498","0.6678232931726907","0.718425702811245","0.8013815261044177","0.8506827309236947","0.7796144578313253","1.0058795180722893","0.7791807228915663","0.7487710843373494","0.8054136546184739","0.839855421686747","0.877429718875502","0.7511164658634538","0.8175742971887551","0.7519196787148594","0.6005301204819277","0.7347469879518073","0.7798072289156627","0.723855421686747","0.7445622489959839","0.692562248995984","0.7980401606425703","0.595004016064257","0.6654618473895583","0.8932690763052209","0.7593253012048192","0.6419759036144578","0.572289156626506","0.6564176706827309","0.6884658634538152","0.6647068273092369","0.9871004016064256","0.8221847389558233","0.7550361445783133","0.7495903614457832","0.7168192771084337","0.7672289156626506","0.7992771084337349","0.5755180722891566","0.6746827309236948","0.8386827309236948"
,"0.8753435232360661","0.75382121352478","0.8889300602130616","0.8337656322371468","0.9790952601513047","0.8060676238999537","0.7431990118882199","0.8270032422417786","0.8419638721630385","0.9020688590396788","0.6996294580824456","0.8204261232051876","0.9649992280376718","0.9301219700478617","0.8635016211208894","1.0172147599197159","0.9300138953219083","0.7956461324687355","0.8217384591631929","0.9311255210745716","0.9055890072564459","0.8396634244248881","0.9223405897792187","0.7499305233904585","0.7009572332870156","0.8154701250578972","0.8520457001698317","0.8160876949204878","0.8523544851011271","0.6990582059595492","0.8270495599814729","0.6876794812413154","0.7727497298131851","0.952092017909526","0.8058205959549174","0.7614482013277752","0.7083680716381041","0.6417477227111317","0.7410838351088467","0.7387061911378725","0.9857341361741547","0.8545622973598889","0.92691060676239","0.8436776285317277","0.8182955071792497","0.8872317430909371","0.8785240080284082","0.7121043693067778","0.7415624517523545","0.8385826771653543"
,"0.9886397386397386","0.9196465696465697","1.0381645381645381","0.8681764181764182","1.0312295812295813","0.861018711018711","0.9284823284823285","0.875942975942976","0.9258835758835758","0.9822690822690823","0.8003267003267003","0.859088209088209","1.0466587466587467","0.9341847341847341","0.9213543213543214","1.0957974457974458","1.0072468072468073","0.9171369171369171","0.8967626967626967","0.9568607068607069","0.9559103059103059","0.9692159192159192","0.9537570537570538","0.8823433323433324","0.8033115533115534","0.8487377487377488","0.9145084645084645","0.9146272646272646","0.9246064746064746","0.8628898128898129","0.9258390258390259","0.7315117315117315","0.8269676269676269","0.9604544104544105","0.9318235818235818","0.910989010989011","0.75001485001485","0.758048708048708","0.8306058806058806","0.843985743985744","1.0419215919215918","0.9337095337095337","0.9322839322839322","0.9105583605583606","0.8914760914760915","0.983041283041283","0.9266557766557767","0.838001188001188","0.8513810513810514","0.981957231957232"
,"1.0369353916523727","0.932347055460263","1.066466552315609","0.9769296740994854","1.0680674671240709","0.9402086906803888","0.9500714694110921","0.9423670668953688","1.0352630074328188","1.0796740994854201","0.9267867352773013","0.9308319039451115","1.0721698113207547","1.0156089193825042","0.9486849628359062","1.1263722126929674","1.0205546026300742","0.9777015437392796","0.966852487135506","1.0198684962835907","1.0414951400800458","1.073399085191538","0.977958833619211","0.9605631789594054","0.7991709548313322","0.9079473985134362","0.9432818753573471","0.9636935391652373","0.9317610062893081","0.9470268724985706","0.9246569468267581","0.8244282447112635","0.9183533447684391","1.0247712978845054","0.9510863350485992","1.0025586049170956","0.7966409376786735","0.7997712978845054","0.8903659233847913","0.8893367638650658","1.0697541452258434","0.9855631789594054","0.9853344768439108","0.9597198399085192","1.0228702115494568","1.0395797598627787","0.9850200114351058","0.9243138936535163","0.9172670097198399","1.031017724413951"
,"1.1074900178989397","1.0348065537656617","1.079925650557621","1.0752994630318051","1.1494974528431778","1.0177337188489606","0.985997521685254","0.959080269860939","1.0637064573867547","1.0679195924549085","0.981839460278122","0.9685116343108908","1.1031391986782322","0.9860939005920418","0.9686768552939556","1.1800633347101748","1.0816604708798017","1.0501170315296708","1.0693377392262151","1.0449125705631281","1.0710587911331406","1.0821836706595072","0.9974941484235165","1.0223736747900316","0.8696268759465785","0.9440313919867823","0.9921106980586535","1.0750791683877186","1.0612006058102712","0.9599339116067741","1.0437284868511634","0.8937766763045574","0.9856670797191244","1.0465647803937768","0.9889577309651659","1.053999724631695","0.9054935976869062","0.8561751342420487","1.0056863555004818","0.9673688558446922","1.1953875808894396","1.00545229244114","1.0385653311303868","1.0460553490293267","1.0414704667492771","1.0627426683188765","1.0163568773234202","1.0025746936527606","1.050970673275506","1.1221671485612006"
,"1.1670471134704712","1.04914399469144","1.1589117451891175","1.0848307896483078","1.1397876575978765","1.0715859323158594","0.9906834771068348","0.9994160583941606","1.0531519575315196","1.0705109489051094","1.0383676177836763","0.9940942269409423","1.1069409422694094","1.0329528865295288","1.0501393497013936","1.1888254810882548","1.118606502986065","1.0658526874585268","1.1162972793629728","1.1185268745852688","1.1533775713337757","1.124167219641672","0.9857863304578633","1.0845255474452555","0.947657597876576","0.9725945587259456","1.0023490378234903","1.1913205043132051","1.131692103516921","1.0428798938287989","1.0564299933643","0.9381818181818182","0.9925414731254147","1.0724220305242202","1.0890378234903781","1.072806901128069","0.9407564698075647","0.9354744525547445","1.1300464499004645","1.0637956204379562","1.1557000663570007","1.073311214333112","1.028400796284008","1.085985401459854","1.053881884538819","1.0637823490378235","1.032395487723955","1.0863968148639682","1.057903118779031","1.1738155275381552"
,"1.1960701484895033","1.0746543778801843","1.228558627752176","1.0979006656426011","1.0907194060419867","1.0434075780849974","1.011047107014849","1.0088709677419354","1.0499487967229904","1.0716333845366104","1.09484126984127","1.0179083461341525","1.0310803891449052","1.0468766001024066","1.0401689708141322","1.1480926779313876","1.1259344598054275","1.112916026625704","1.1034306195596517","1.0878648233486943","1.0882488479262673","1.0945724526369687","1.0514976958525346","1.131131592421915","1.0202636968766001","0.9902457757296467","1.0201100870455708","1.2895289298515105","1.1622503840245775","1.0742575524833589","1.052048131080389","0.943778801843318","1.0193036354326677","1.0830389144905275","1.1304275473630312","1.0821300563236047","1.0547491039426524","1.0397977470558115","1.1429979518689195","1.0674091141833078","1.1389784946236559","1.1507552483358936","1.0768561187916026","1.1251024065540194","1.1091397849462366","1.0947644649257553","1.0574500768049155","1.0806963645673322","1.0739503328213005","1.1828341013824886"
,"1.1539164813442055","1.1133679268594021","1.2167655053125772","1.1076229305658511","1.1194341487521622","1.089696071163825","1.053484062268347","0.9656165060538671","1.0778477884852977","1.047949098097356","1.0701383741042747","1.0816160118606375","1.0691499876451693","1.131714850506548","1.049110452186805","1.1222634049913516","1.1171732147269582","1.150679515690635","1.09822090437361","1.0983938720039534","1.072090437361008","1.0886706202125032","1.0526068692858908","1.1414381022979985","1.0786632073140598","1.0708425994563875","1.0570546083518655","1.2499382258463059","1.1663948603904126","1.0571905114899927","1.1226711144057326","0.9999876451692612","1.0562638991845812","1.1003953545836422","1.166308376575241","1.1456510995799358","1.0127378304917223","1.1332592043489005","1.2483938720039536","1.0759080800593033","1.0993328391401038","1.1478996787744007","1.1580059303187547","1.1389794909809736","1.1374722016308376","1.0851989127748949","1.1095749938225847","1.1319619471213245","1.0882752656288608","1.1443909068445763"
,"1.158692280157499","1.15831046414509","1.1469872330270852","1.1166686552917313","1.1572962653621286","1.1020880563178619","1.1422383963727478","0.9734399236367975","1.1112635723660662","1.040424770313805","1.0596587519389093","1.097422741916239","1.1096289225629399","1.102183510320964","1.1175874000715904","1.113733444696337","1.0934971960386588","1.1646820188521656","1.1045102016465815","1.0809688581314878","1.0669251879250685","1.0911705047130413","1.0508889154038898","1.1329435628206659","1.0858966710416418","1.1333611740842382","1.0681780217157857","1.2419878296146045","1.1655172413793105","1.1580121703853956","1.1137453764467247","1.1140675337071948","1.0830211191981864","1.0961460446247464","1.196671041641809","1.143932704927813","1.0628206657916717","1.1141391242095215","1.2538599212504475","1.0624507815296504","1.0941057153084357","1.1713041403173845","1.151485502923279","1.1138766257009904","1.1741438969096767","1.1116811836296385","1.1256651950841188","1.1004653382651235","1.0308197112516406","1.2015511275504116"
,"1.1700910872823707","1.1478150582266804","1.110838233598524","1.0921711057304277","1.1542949383143088","1.1162804104692725","1.0983973250317076","1.0808255505592068","1.1421999308197854","1.0541911679926208","1.058906952611553","1.0849417733194973","1.066182405165456","1.0818401937046005","1.103954802259887","1.1382335985241554","1.0958145970252509","1.1426380721780238","1.070552288712095","1.063980168338522","1.081275221953188","1.0895537876167416","1.0422921711057305","1.1190130289403897","1.1189207886544448","1.0886313847572928","1.1162804104692725","1.188031822898651","1.1151389369307045","1.1070448518390408","1.089069526115531","1.1258272800645681","1.0746915715438718","1.109777470310158","1.166897267381529","1.1335293439409662","1.0597601752565433","1.0910296321918598","1.2102617318113686","1.058480341289058","1.1224028594488642","1.2046004842615012","1.1409546869595295","1.110319381990084","1.134866828087167","1.0795457165917215","1.203228410008071","1.103539720973135","1.0643375994465583","1.2109650639916985"
,"1.1592642140468228","1.1321739130434783","1.0957636566332218","1.0840468227424749","1.0853288740245262","1.1505128205128206","1.0674358974358975","1.0657748049052398","1.1653734671125975","1.0118060200668897","1.1030546265328873","1.0773801560758083","1.1202564102564103","1.0364214046822742","1.158628762541806","1.1770122630992197","1.0815942028985508","1.1208361204013377","1.0861426978818283","1.090401337792642","1.1093311036789297","1.1155852842809364","1.100680044593088","1.1538573021181717","1.126923076923077","1.1320958751393535","1.124448160535117","1.1640579710144927","1.0869119286510591","1.0723188405797102","1.128494983277592","1.144046822742475","1.0549609810479377","1.087603121516165","1.0930211817168338","1.1194648829431437","1.064102564102564","1.1079264214046822","1.1575585284280936","1.1513935340022297","1.0910813823857302","1.175418060200669","1.1232329988851728","1.1174358974358973","1.1163099219620958","1.0626309921962096","1.1905908584169453","1.1055183946488294","1.122396878483835","1.1687402452619844"
,"1.1000431406384814","1.133304572907679","1.1327113891285592","1.0876617773943054","1.0746333045729077","1.1403796376186368","1.102707075064711","1.0999892148403796","1.1116479723899915","0.9854831751509923","1.0677200172562553","1.0719693701466781","1.13213977566868","1.0569240724762727","1.107560396893874","1.12053494391717","1.1203300258843831","1.090951251078516","1.085742018981881","1.046365401207938","1.080532786885246","1.1278796376186369","1.0966242450388266","1.10744176013805","1.110860655737705","1.1126833477135463","1.1211065573770491","1.1020383951682484","1.0814063848144952","1.0825927523727352","1.0977782571182053","1.1094909404659188","1.0702329594477997","1.1118097497842967","1.1215595340811044","1.1441436583261433","1.0418248490077653","1.0735655737704919","1.1519197584124246","1.1343938740293356","1.0679680759275236","1.1425690250215703","1.1053062985332183","1.111842105263158","1.0761216566005176","1.0384706643658326","1.1380176876617774","1.114732528041415","1.1153580672993961","1.133779119930975"
,"1.108612590040714","1.1194383547343147","1.096899467585343","1.0705501618122977","1.0914291679716046","1.0988725336673975","1.0976406723039984","1.0696523645474476","1.1057104081845703","0.9930786094581898","1.1210669172147405","1.0675331454222778","1.138887148971709","1.0291366530953128","1.1012423008664787","1.0801962626578976","1.0811880154504645","1.0854055746946445","1.0776907819187806","1.0283850088735775","1.035786616557052","1.0970143021192191","1.0709259839231653","1.099968681490761","1.0990917632320703","1.075331454222779","1.0912725754254098","1.1335734419041654","1.088130284998434","1.0608831819605387","1.104969203465915","1.1155235410794446","1.0692452239273411","1.1000730765215576","1.0677419354838709","1.0876918258690886","1.046445349201378","1.0744127779517696","1.1232383338553085","1.1283850088735776","1.0728364129867418","1.1184152834325085","1.0839544837665727","1.1158471656749138","1.0559557365069423","1.0473327069631486","1.11024115252114","1.12922016911995","1.078400668128197","1.0823050422799876"
,"1.1111515519158832","1.073147305631382","1.091932059447983","1.0346375492872308","1.0517945607117583","1.086260236578708","1.0723587099383278","1.0748559296329998","1.0988777676675765","1.0660499443938933","1.067151956323931","1.0271661106056011","1.0949044585987262","1.0626124759882722","1.0819128500657162","1.0735618238802953","1.0506824385805278","1.1150844201799617","1.0786775856839552","1.0128399555151149","1.0615407946618138","1.0555151147507835","1.0890910929127489","1.0722677181275908","1.095147103427358","1.0738752401172784","1.0607724193711454","1.1032858153877263","1.0641694469719947","1.0472045293701344","1.0605702153472853","1.080891719745223","1.0681427560408452","1.0726417955717318","1.0575674855929633","1.086856738449095","1.0454959053685169","1.0625922555858862","1.0992215145081388","1.0994439389343849","1.0630674350419573","1.0829036497826308","1.067242948134668","1.0735618238802953","1.0689819027398646","1.008522899605702","1.094348397533111","1.0741279951471034","1.0734708320695583","1.064786169244768"
,"1.0763322884012538","1.0769494514106583","1.0759404388714733","1.0451802507836991","1.026733934169279","1.047923197492163","1.0501273510971787","1.0818377742946708","1.058689263322884","1.0342378526645768","1.0434757053291537","1.00171434169279","1.0730799373040751","1.0420846394984327","1.0592476489028213","1.0716007053291536","1.0078467868338559","1.0943867554858935","1.043103448275862","1.0022041536050157","1.0224921630094044","0.9806524294670846","1.062480407523511","1.0686814263322884","1.055407523510972","1.079976489028213","1.044533699059561","1.0778898902821317","1.084698275862069","1.013146551724138","1.042701802507837","1.0380583855799372","1.0477468652037618","1.0542907523510971","1.0796434169278997","1.0720219435736678","1.0007934952978057","1.0232366771159875","1.0464047805642633","1.1093456112852664","0.9858934169278997","1.0617554858934168","1.0626861285266458","1.0723942006269593","1.06391065830721","1.0195239028213166","1.0971688871473355","1.0614811912225706","1.0621865203761756","1.0137343260188088"
,"1.0723931623931624","1.0659164292497625","1.0417568850902184","1.0554131054131055","1.0041500474833809","1.0148148148148148","1.0278822412155746","1.0531054131054132","1.0434757834757835","1.0169325735992403","1.0178632478632479","1.0082431149097815","1.0376353276353276","1.0262108262108263","1.051576448243115","1.0463532763532764","1.002212725546059","1.0339126305792972","1.026980056980057","1.0212725546058878","0.9945109211775879","0.9705982905982906","1.047369420702754","1.0500949667616335","1.0468566001899335","1.0448622981956315","1.051196581196581","1.0658594491927824","1.0470275403608738","1.0301614434947768","1.0210161443494776","1.0091073124406458","1.031547958214625","1.046125356125356","1.0266856600189933","1.0282621082621082","0.9832098765432099","1.0181386514719848","1.0417853751187085","1.0702849002849002","0.9924216524216524","1.051111111111111","1.0758309591642925","1.0297625830959165","1.0607692307692307","0.9896486229819563","1.0313485280151946","1.022744539411206","1.0347008547008547","0.9841595441595442"
,"1.0368425900340794","1.027641153173068","1.0136501796076265","1.0159067882472137","1.0058303398728932","1.0071198305240858","1.0124527954315188","1.0266371925946394","1.0110067237726812","0.9792299898682877","1.0214608086948513","0.9963065303490836","1.0067606152712536","1.0145528230634613","1.0220871327254306","1.032283319517362","0.994703877682601","1.0107027724049","1.0230634613613336","0.9869208805379018","1.0054066500875012","0.9401584231371466","1.0097172331214885","1.026683245832182","1.0213226489822234","1.0119554204660588","1.0495072303582942","1.0519204200055263","1.036888643271622","0.9984341899235516","0.9749194068343005","1.0101040803168462","1.0094040711061987","1.0099751312517269","1.0285345859813946","1.0191857787602467","0.9827024039789998","1.004642166344294","0.9900893432808326","1.040591323570047","0.9816708114580455","1.021027908261951","1.0393018329188541","1.0101132909643549","1.0351294095974948","0.983789260385005","0.9769549599336833","0.9913512019894999","1.0049184857695497","0.9905406650087502"
,"0.9966395567074806","0.9806059522745554","0.9997586915720797","0.9960675663598176","0.9745553668781839","0.9889802484583072","0.9821789257306283","1.0010903566002323","0.9992135132719635","0.9913665206899633","1.0088211636428634","0.9922960050049155","0.977361694521405","0.9877200822236125","1.0101528286710162","1.0205112163732237","0.9797569041022433","1.0199481633747431","1.0034051300384306","0.9624452587362589","0.9792564125480383","0.9554473143265707","0.9912860845473233","0.9830726606488516","1.0170703369380643","1.0026722674054875","1.0008579855214943","1.0297166860309233","1.019099115202431","0.989087496648494","0.9774600053624095","0.9931718652247743","0.9990347662883189","0.9903387255340066","1.0058629010635445","0.9978997229421753","0.9675127357225847","0.9906872821521137","0.968987398337653","1.0206810260076862","0.9822504245240862","1.0011618553936903","1.0052372866207884","1.017713826079185","1.0086602913575833","0.9767003306819197","0.9922513182590044","0.9860577352757173","0.9781571185986236","0.9773974439181339"
,"0.9733385389554051","0.95341835849384","0.984157556828041","0.9677771993753254","0.9799757070969981","0.9857018913760194","0.9815460697553358","0.9835415582162068","0.9835068540690612","0.9484469894152351","0.9864567065764359","0.9757765052923825","0.9696946035051188","0.9870900572618427","0.9881051535658512","0.9883394065590838","0.9682890855457227","0.9865868471282319","0.9828127711261496","0.9535658511192088","0.9809474232170744","0.9501995488460871","0.9583203192781538","0.9698681242408468","0.9909161894846434","0.9739632136040257","0.9769477702585458","1.0110966510498005","0.9786222453583203","0.9682110012146451","0.9822401526982475","0.9880357452715599","0.9781537393718549","0.9707183758459136","0.9522210654173173","0.9779455144889815","0.9853374978309908","0.9734166232864827","0.9671698768002777","1.0030192608016657","0.9796720458094742","0.9812771126149575","0.9799236508762798","0.9650615998611835","0.9946208571924345","0.9725056394239111","0.983984036092313","0.9730869338885997","0.9823702932500433","0.9711955578691653"
,"0.9543562521065049","0.9683097404785979","0.9527300303336703","0.9593528816986855","0.95175261206606","0.9548365352207617","0.9573896191439164","0.9546932928884395","0.9563953488372093","0.9548702392989552","0.967551398719245","0.9664644421975059","0.9716043141220088","0.9541793056959892","0.9635574654533199","0.9884732052578362","0.9613667003707449","0.9544910684192788","0.9805106167846309","0.9614930906639704","0.9739214694978092","0.9576508257499158","0.9500337040781934","0.9538843950117964","0.978067071115605","0.9723963599595551","0.9640967307044153","0.9752780586450961","0.9615689248399056","0.954634310751601","0.977005392652511","0.9774351196494776","0.9556538591169531","0.9516430738119313","0.9359875294910684","0.9492669362992923","0.9624115267947422","0.9539349511290867","0.9543309740478598","0.9639787664307381","0.9551482979440512","0.9754887091338051","0.9610212335692618","0.9418183350185373","0.9789939332659252","0.9623525446579037","0.9477671048196832","0.9557044152342433","0.9782018874283789","0.9537664307381193"
,"0.9526893164142448","0.9651330331559558","0.9613180515759312","0.9570937372083503","0.9481620957838723","0.9591158411788784","0.9645354072861236","0.955178059762587","0.9541465411379452","0.9578387228817028","0.9630863692181744","0.9630454359394187","0.9401227998362669","0.9580352026197299","0.9423986901350798","0.9632501023331969","0.9578141629144494","0.9557265656979124","0.9442898076135898","0.9499304134261154","0.9417928776094965","0.9422513303315596","0.9656242325010234","0.9496766270978305","0.967556283258289","0.9666148178469095","0.9663119115841179","0.9649447400736799","0.9531477691363078","0.9633810888252149","0.9582316823577569","0.9560949652067131","0.9592550143266476","0.9502333196889071","0.9440032746623005","0.9427097830536226","0.9561195251739665","0.9634056487924683","0.9529676627097831","0.9703888661481784","0.9556610724519033","0.9730004093327875","0.9569873106835858","0.9619156774457635","0.9545722472370037","0.957593123209169","0.9464347114203848","0.9567990176013099","0.9727793696275072","0.9618993041342612"
,"0.9350043765417363","0.9541815866953132","0.9412349805044959","0.9536325296411235","0.9295615500915095","0.9458582000477441","0.9572690379565528","0.9458502426991326","0.9571496777273812","0.9432004456115223","0.9560595209676136","0.9635871727540384","0.9565449192329116","0.9493355613909445","0.9474576271186441","0.9537757619161296","0.9503381873159863","0.9461367072491446","0.9439006922893292","0.9564176016551285","0.9466937216519455","0.9436221850879287","0.9529800270549853","0.9540622264661415","0.949057054189544","0.9552956155009151","0.9468528686241744","0.9497015994270709","0.9542134160897588","0.9502347417840376","0.9461207925519217","0.9482056178881196","0.9359751730723322","0.9481817458422853","0.9437335879684889","0.9545476247314395","0.9531153019813798","0.9471950346144664","0.9536007002466778","0.9625845468289965","0.9490252247950983","0.943160658868465","0.9453409723880003","0.9397230842683217","0.9521604201480067","0.9409087292114268","0.9439245643351635","0.9530993872841569","0.9478554945492162","0.9476883902283759"
,"0.943686165273909","0.940583410708759","0.9475162488393686","0.9510909935004642","0.9529866914268028","0.9448467966573816","0.9506344784896317","0.9548050139275766","0.9447771587743733","0.9430207366140514","0.9364438254410399","0.9455896007428041","0.9443129062209842","0.9485917672547199","0.9520968740328072","0.9405679356236459","0.950255338904364","0.9508279170535437","0.9509671928195605","0.9440343546889508","0.9470519962859796","0.9442742185082018","0.954348498916744","0.9471990095945527","0.9490869699783349","0.9427653977096874","0.9523831631073971","0.9507041163726401","0.9466883317858248","0.9441117301145157","0.9464252553389043","0.9478721757969669","0.9424172082946456","0.9484292788610338","0.9457753017641597","0.9496208604147323","0.9487774682760756","0.9410786134323739","0.9476400495202724","0.9547431135871247","0.9434230888269886","0.94760136180749","0.9522284122562674","0.9408077994428969","0.9500232126276694","0.9398251315382234","0.9557025688641287","0.9506576911173011","0.9474388734138037","0.9463478799133396"
