"BehaviorSpace results (NetLogo 6.3.0)"
"Version-1.nlogo"
"experiment"
"03/27/2023 18:06:07:028 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-13","13","-13","13"
,"50","56","26","64","44","58","68","30","44","40","36","54","52","32","66","34","58","36","52","60","74","52","50","30","34","58","18","36","34","94","30","60","54","50","46","34","52","72","36","46","32","64","68","30","46","22","68","16","58","76","40","24","70","24","82"
,"50","56","28","64","44","58","68","30","44","42","38","54","52","32","66","34","58","36","54","60","74","54","50","30","34","58","18","36","36","94","30","60","56","50","46","34","52","74","36","46","32","66","68","30","46","22","68","16","58","78","40","24","72","24","82"
,"50","56","30","64","44","60","68","30","44","42","38","54","52","34","66","34","60","36","54","60","76","54","50","30","34","60","18","36","36","94","30","60","58","50","46","34","52","74","36","48","32","66","68","32","46","22","70","16","58","78","40","24","72","24","84"
,"50","56","30","66","44","62","68","30","44","42","38","54","52","34","68","34","60","36","54","62","76","54","50","30","36","60","18","36","38","94","30","60","58","52","46","34","52","74","36","50","34","66","68","32","46","22","72","16","58","78","40","24","72","24","86"
,"52","56","30","66","44","62","70","30","44","42","40","54","52","34","68","34","60","36","56","62","76","54","50","30","38","60","18","36","38","96","30","60","60","52","46","36","52","74","36","50","34","66","68","32","48","22","72","16","58","80","40","24","72","24","88"
,"52","58","30","66","44","62","70","30","46","42","40","54","52","34","70","34","62","36","56","62","78","54","50","30","38","60","18","36","38","98","30","62","60","52","46","36","52","74","38","50","34","66","70","32","48","22","72","16","60","80","40","24","72","24","90"
,"54","58","30","66","44","62","72","30","46","42","40","56","52","34","70","34","62","36","58","62","80","54","50","30","38","62","18","36","38","98","30","62","62","52","46","36","52","76","38","50","34","68","70","32","48","22","72","16","62","80","40","24","72","24","92"
,"54","58","30","66","46","62","72","30","48","42","40","56","52","36","70","34","62","36","60","62","80","54","52","30","38","62","18","36","40","98","30","64","62","52","46","36","52","76","40","50","34","68","72","32","48","22","72","16","62","82","40","24","72","26","92"
,"54","60","30","66","46","62","72","30","48","44","40","56","52","36","72","34","64","36","60","62","80","54","52","30","40","62","18","36","42","98","32","64","62","52","46","36","52","76","42","50","34","68","72","34","48","24","72","16","62","82","40","24","72","26","94"
,"54","62","30","66","46","62","74","30","48","44","40","56","52","36","74","34","66","36","60","62","80","54","52","30","42","64","18","36","42","98","32","66","62","52","46","36","52","76","42","52","34","70","72","34","48","24","72","18","62","82","40","24","72","28","94"
,"56","62","30","66","46","62","74","30","48","46","40","56","54","36","74","34","68","36","60","62","80","56","52","30","42","64","18","36","44","98","32","66","62","52","48","38","52","76","42","52","34","70","72","34","50","24","72","18","62","84","40","24","72","28","96"
,"58","62","30","66","46","64","74","30","48","46","40","56","56","36","74","34","70","36","60","62","80","56","54","30","42","64","18","36","46","98","34","66","62","52","48","38","52","76","42","54","34","70","72","34","52","24","72","18","64","84","40","24","72","28","98"
,"58","64","30","66","46","66","74","30","48","46","40","56","56","36","76","34","72","36","60","62","82","56","54","30","42","64","18","36","46","100","34","66","62","54","48","40","52","76","42","54","34","72","72","34","52","24","74","18","64","84","40","24","72","28","100"
,"60","64","30","66","46","66","74","32","48","46","40","56","56","36","78","36","72","36","60","62","82","56","56","30","42","64","18","36","46","102","34","66","62","56","48","40","52","76","42","56","34","72","74","34","52","24","74","18","66","84","42","24","72","28","100"
,"60","64","30","68","46","68","74","32","48","46","40","56","56","38","78","36","72","36","62","62","82","56","56","30","44","64","20","36","46","102","34","66","62","58","48","40","54","76","42","56","34","74","74","34","52","24","74","20","66","84","42","24","72","28","102"
,"60","64","30","70","46","68","74","32","50","46","40","56","58","38","78","36","72","38","62","62","84","56","56","30","44","64","20","38","46","102","34","66","64","58","48","40","56","76","42","56","34","74","74","34","54","24","74","20","66","86","42","24","74","28","102"
,"62","64","30","70","46","68","76","32","50","46","40","56","60","38","78","38","72","38","62","62","84","58","56","30","44","64","20","38","46","104","34","68","64","58","48","40","56","76","44","56","34","76","74","34","54","24","74","20","66","88","42","24","74","30","102"
,"62","64","30","72","46","68","76","32","52","46","40","56","60","38","80","38","72","38","62","64","84","60","56","30","44","66","20","38","46","104","34","68","64","60","48","40","56","76","44","58","34","76","76","34","54","24","74","20","68","88","42","24","74","30","104"
,"62","64","30","74","46","70","76","32","52","46","40","58","60","38","80","38","72","40","62","64","84","60","56","30","46","66","20","38","48","104","34","68","64","62","48","40","58","76","44","58","34","78","76","34","54","24","74","20","68","90","42","24","74","30","106"
,"64","64","30","74","46","72","76","32","52","46","40","58","60","38","82","40","72","40","62","64","84","60","56","32","46","66","20","38","48","106","34","68","64","64","48","40","60","76","44","58","34","78","78","34","54","24","74","20","70","90","42","24","74","32","106"
,"64","64","30","76","46","72","76","32","54","46","40","58","62","38","82","40","72","42","62","64","84","60","56","32","48","66","20","38","50","106","34","68","64","66","48","40","62","76","44","58","34","78","78","34","56","24","76","20","70","90","42","24","74","32","108"
,"64","64","30","78","46","72","76","32","56","46","40","60","62","38","82","40","72","42","64","64","84","60","56","32","50","66","20","38","50","108","34","70","64","66","48","40","62","76","46","58","34","78","80","34","56","24","76","20","70","92","42","24","76","32","108"
,"64","66","30","78","46","72","76","32","58","46","40","60","62","38","84","40","72","42","66","64","84","60","56","34","50","68","20","38","50","108","34","70","66","66","48","40","62","78","46","58","34","78","82","34","56","24","76","20","70","94","42","24","76","32","110"
,"64","68","30","78","46","72","76","34","58","46","40","60","64","38","84","40","72","42","66","66","84","60","56","34","52","68","20","40","50","108","34","72","66","66","48","42","62","78","46","58","34","78","84","34","56","24","76","20","70","96","42","24","78","32","110"
,"66","68","30","78","46","72","76","34","60","46","40","60","66","38","84","40","72","42","68","66","86","60","56","34","52","68","20","40","52","108","36","72","66","66","48","42","62","78","46","60","34","78","84","34","58","24","78","20","70","96","42","24","80","32","110"
,"68","68","30","78","46","72","76","34","62","46","40","60","66","38","86","42","72","42","68","66","88","60","56","34","52","68","20","40","52","110","36","72","68","66","48","42","62","78","46","62","36","78","84","34","58","24","78","20","70","98","44","24","80","32","110"
,"68","68","30","78","48","72","76","34","64","46","42","60","66","38","86","42","74","42","68","66","90","60","56","34","52","70","20","40","52","110","36","72","68","66","50","42","64","78","46","62","36","78","84","34","60","24","78","20","72","98","44","24","80","32","112"
,"68","68","32","78","48","72","76","34","64","48","42","60","66","38","88","42","74","42","70","66","92","60","56","34","52","70","20","40","52","112","36","74","68","66","50","42","64","78","46","64","36","78","86","34","60","26","78","20","72","98","44","24","82","32","112"
,"68","70","32","78","48","72","76","34","66","48","42","62","66","38","88","42","74","42","70","68","94","60","56","34","52","70","20","40","54","112","36","74","70","66","50","42","64","78","48","64","36","78","86","34","62","26","78","22","72","98","46","24","82","32","112"
,"68","70","34","78","48","72","76","34","66","50","42","62","66","38","90","42","74","44","70","68","96","60","56","34","52","70","20","40","56","112","36","74","72","66","50","42","66","78","48","64","36","78","88","34","62","26","78","22","74","98","46","24","82","32","114"
,"70","70","34","78","48","74","76","34","66","50","42","62","68","38","90","42","76","44","70","68","98","60","56","34","52","72","20","40","56","112","36","76","72","66","50","42","66","80","48","64","36","78","90","34","62","26","78","22","74","100","46","24","82","32","116"
,"72","70","34","78","48","74","78","34","66","50","42","64","68","38","90","42","76","44","70","70","98","60","58","34","52","72","20","40","58","112","36","78","72","66","50","42","66","82","48","64","36","78","92","34","62","26","78","22","74","102","46","24","82","34","116"
,"72","72","34","78","48","74","80","34","66","50","42","64","68","40","90","42","76","46","70","70","100","60","58","34","52","74","20","40","58","112","36","80","72","66","50","42","66","84","48","64","36","78","92","36","62","26","78","22","76","102","48","24","82","34","116"
,"74","72","34","78","48","76","80","34","66","50","42","64","68","40","92","42","78","46","70","70","100","60","60","34","52","76","20","40","58","112","38","80","72","66","50","42","68","84","48","64","36","80","92","36","62","26","78","22","76","104","48","24","82","36","116"
,"76","72","34","78","48","76","80","34","68","50","42","64","68","40","94","42","78","46","70","72","102","60","60","34","52","76","20","40","58","114","38","82","72","66","50","42","70","84","48","64","36","82","92","36","62","26","78","24","76","104","48","24","82","38","116"
,"76","72","36","78","48","76","80","34","70","50","44","64","68","40","94","42","78","46","72","72","102","60","60","34","54","76","20","42","58","114","38","82","74","66","50","42","70","86","48","64","36","82","92","38","62","26","78","24","78","104","48","24","84","38","116"
,"76","74","36","78","48","78","80","34","70","50","44","64","70","40","94","42","80","46","72","72","104","60","60","34","54","76","20","42","58","116","38","84","74","66","50","42","72","86","48","64","36","82","94","38","62","26","78","24","78","106","48","24","84","40","116"
,"76","76","36","78","48","78","82","34","70","50","44","64","70","40","96","42","80","46","74","72","106","60","60","34","54","76","20","44","58","116","38","84","74","68","50","42","72","88","48","64","36","82","96","38","62","26","78","24","80","106","48","24","84","40","118"
,"76","76","36","80","48","78","82","34","70","52","46","64","70","40","96","42","80","46","76","72","106","60","62","34","54","76","20","44","58","118","38","86","74","68","50","42","72","90","48","64","36","82","98","38","62","26","78","24","80","108","48","26","84","40","118"
,"76","76","38","80","48","80","82","34","70","52","46","66","70","40","96","42","80","48","76","72","106","60","62","36","54","76","20","44","58","120","38","86","74","70","50","42","72","92","48","64","36","82","100","38","62","26","78","24","80","110","48","26","84","40","120"
,"76","76","38","82","48","80","82","34","70","54","46","66","70","42","96","42","80","48","76","74","106","60","62","38","54","76","20","46","58","120","38","86","74","72","50","42","72","94","48","64","38","82","100","38","62","26","78","24","82","110","48","26","84","40","122"
,"76","78","38","82","48","80","84","34","70","54","46","68","70","42","96","42","82","48","76","74","108","60","62","38","54","76","20","48","58","120","38","86","74","74","50","44","72","94","48","64","38","82","102","38","62","26","78","24","82","112","50","26","84","40","122"
,"78","78","38","82","48","80","84","34","72","54","46","68","70","42","98","44","82","48","76","74","110","60","62","38","54","76","20","48","58","122","38","86","74","76","50","44","72","96","48","64","38","84","102","38","62","26","78","24","82","114","50","26","84","42","122"
,"78","78","40","82","48","82","84","34","72","54","46","68","70","44","98","44","82","48","78","74","112","60","62","38","54","78","20","48","58","122","40","86","74","76","50","44","72","96","50","64","38","86","102","38","62","26","80","24","82","114","50","26","86","42","122"
,"80","78","40","82","48","84","84","34","72","54","46","68","70","44","100","44","82","48","78","76","114","60","62","38","54","80","20","48","58","122","40","86","76","76","50","44","72","98","50","64","38","86","102","38","64","26","80","24","84","114","50","28","86","42","122"
,"80","78","40","84","48","84","84","36","72","54","46","70","70","44","100","44","84","48","78","76","114","60","64","38","54","80","20","48","58","124","40","86","76","78","50","44","72","100","50","64","38","86","102","38","66","26","80","24","86","114","50","30","86","42","122"
,"80","78","40","84","50","84","84","36","74","54","46","70","70","44","102","44","86","48","78","76","114","60","66","38","54","80","20","48","60","124","40","86","76","78","52","46","72","100","50","64","38","86","104","38","66","26","80","24","88","114","50","32","86","42","122"
,"80","80","40","84","50","84","86","36","74","54","46","72","70","44","102","44","86","48","80","76","114","62","66","38","54","82","20","48","60","124","40","86","76","80","52","46","72","102","50","64","40","86","104","38","66","26","80","24","90","114","50","32","88","42","122"
,"80","80","40","86","50","84","86","38","74","54","46","74","70","44","102","44","88","48","80","76","116","62","66","38","54","82","20","48","62","124","40","88","76","80","52","46","72","102","50","66","40","88","104","38","66","26","82","24","90","114","50","32","88","44","122"
,"80","80","40","88","50","84","86","38","76","54","46","74","72","44","102","44","88","48","82","76","118","62","66","38","54","84","20","48","62","124","42","88","76","80","52","46","72","102","50","68","40","88","106","38","66","26","84","24","90","114","50","32","88","44","124"
,"80","80","40","88","52","84","86","38","76","56","46","76","72","44","102","44","88","48","84","76","118","62","66","38","56","86","20","48","62","124","42","88","76","80","54","46","74","102","50","68","42","88","106","38","66","26","84","24","90","116","52","32","88","44","124"
,"80","82","40","88","52","84","88","38","76","56","46","76","72","46","102","44","88","50","84","76","118","62","68","38","56","86","20","48","62","126","42","88","78","80","54","48","74","102","50","68","44","88","106","38","66","28","84","24","90","116","52","32","88","46","124"
,"80","84","40","88","52","84","88","38","78","56","46","78","72","46","102","44","88","50","86","76","118","62","70","38","56","86","20","48","62","128","42","88","80","80","54","48","76","102","50","68","44","90","106","38","66","28","84","26","90","116","52","32","88","46","126"
,"80","84","40","90","52","84","88","38","80","56","46","78","74","46","102","44","88","52","86","76","120","62","70","38","56","86","22","48","62","128","42","88","80","82","54","48","76","104","50","68","46","90","106","38","66","28","86","26","90","116","52","32","90","46","126"
,"80","84","40","92","52","86","88","38","80","56","46","78","76","46","102","46","88","52","86","76","120","62","70","38","58","86","22","48","64","128","42","90","80","82","54","48","76","104","50","70","48","90","106","38","66","28","86","26","92","116","52","32","90","46","128"
,"82","84","40","92","52","88","88","38","80","56","46","78","76","48","102","46","90","52","86","76","122","62","70","38","58","86","22","48","66","128","42","92","80","82","54","48","78","104","50","70","48","92","106","38","66","28","86","28","92","116","52","34","90","46","128"
,"82","84","42","92","52","90","88","38","80","56","46","78","78","48","102","48","90","52","86","76","122","64","70","38","58","88","22","48","66","128","42","92","82","82","54","48","78","106","50","70","50","92","106","38","66","28","86","28","92","118","52","34","90","46","130"
,"82","84","42","94","52","92","88","38","80","56","48","78","78","48","102","50","90","52","86","76","122","66","70","38","58","88","22","48","66","130","44","92","82","82","54","48","78","106","50","72","50","94","106","38","66","28","86","28","94","118","54","34","90","46","130"
,"82","86","42","94","52","92","88","38","82","56","48","78","80","48","102","50","90","52","88","76","122","68","70","38","58","88","22","48","66","132","44","94","82","82","54","48","78","106","50","74","50","94","108","38","66","28","86","28","96","118","54","34","90","46","132"
,"84","86","42","94","52","94","88","38","82","56","48","78","80","48","104","50","90","52","90","76","122","68","70","38","60","88","22","48","68","132","44","94","82","82","56","48","80","106","50","74","50","94","110","38","66","30","86","28","96","118","54","36","90","46","132"
,"86","86","42","94","52","94","90","38","82","56","48","78","80","48","106","50","92","52","90","76","124","68","70","38","60","88","22","48","68","134","44","94","84","82","56","48","80","106","52","74","50","96","110","38","66","30","86","28","98","118","54","36","90","46","134"
,"86","88","42","94","52","94","90","38","82","58","48","78","80","48","108","50","94","52","90","76","124","68","72","38","60","90","22","48","68","134","44","94","84","82","58","48","80","106","54","74","50","98","110","38","66","30","86","28","100","118","56","36","90","46","134"
,"88","88","42","94","52","96","90","38","82","58","48","78","82","48","108","50","96","52","90","76","124","70","72","38","60","92","22","48","68","134","44","94","86","82","58","48","82","106","54","74","50","98","112","38","66","30","86","28","100","120","56","38","90","46","134"
,"88","88","42","94","54","96","90","38","84","58","48","78","82","48","110","50","96","52","92","76","124","72","72","38","60","92","22","48","68","136","44","96","86","82","58","50","82","106","54","74","52","98","112","38","66","30","88","28","100","120","56","38","90","46","136"
,"90","88","42","94","54","96","90","38","86","58","48","78","82","50","110","50","96","52","94","76","126","72","72","38","60","92","22","50","68","136","44","98","86","82","58","50","82","108","54","74","52","100","112","38","66","30","88","28","102","120","56","38","92","46","136"
,"92","88","42","94","54","96","90","38","86","60","48","78","82","50","112","50","96","52","96","76","126","72","72","38","62","94","22","50","68","136","44","98","86","84","58","50","84","108","54","74","52","100","112","38","68","30","88","28","104","120","56","38","94","46","136"
,"92","88","44","94","54","96","92","38","86","60","48","78","84","50","112","50","96","54","96","76","128","72","72","38","62","94","22","52","68","136","44","100","86","84","58","50","84","108","56","74","52","102","112","38","68","30","90","28","104","120","56","38","94","48","136"
,"92","90","44","94","54","96","94","38","86","60","48","80","84","50","112","50","98","54","96","76","128","72","74","38","62","94","22","52","70","136","44","100","88","84","58","50","84","110","56","74","52","102","114","38","68","30","90","28","104","122","56","40","94","48","136"
,"92","92","44","94","54","96","94","38","86","62","50","80","84","50","112","50","98","54","96","78","130","72","74","38","62","94","22","52","70","138","44","102","88","84","58","50","86","110","56","74","54","102","114","38","68","30","90","28","106","122","58","40","94","48","136"
,"94","92","44","94","54","96","96","38","86","62","50","80","86","50","112","50","98","56","96","78","130","72","76","38","62","96","22","52","70","138","44","104","88","84","58","50","86","110","56","76","54","102","116","38","68","32","90","28","106","122","60","40","94","48","136"
,"94","92","44","96","54","96","96","38","86","64","50","80","88","50","112","50","100","56","96","78","130","72","76","40","62","96","22","54","70","138","44","104","88","86","58","50","86","112","56","76","54","102","116","38","70","32","92","28","106","122","60","40","96","48","136"
,"94","92","44","98","54","96","98","38","86","64","52","80","88","50","112","50","100","58","96","78","132","72","76","40","62","96","22","54","70","140","44","106","88","86","58","50","86","112","58","76","54","102","118","38","70","32","92","28","106","124","60","40","96","48","138"
,"94","94","44","98","54","96","98","38","88","64","52","80","88","50","114","50","100","58","96","80","134","72","76","40","62","96","22","56","70","140","44","108","88","86","58","50","86","112","60","76","54","104","118","38","70","32","94","28","106","124","62","40","96","48","138"
,"94","94","46","98","54","98","98","38","88","64","52","82","88","50","114","50","100","58","98","80","134","72","78","40","62","96","22","56","72","140","44","110","88","86","58","50","86","114","60","76","54","104","120","38","70","32","94","30","106","124","62","40","96","48","140"
,"94","96","46","98","54","98","98","40","88","64","52","82","88","50","116","52","100","58","98","80","134","72","78","42","62","98","22","56","72","140","44","112","88","86","58","50","86","114","60","78","54","104","122","38","70","32","94","30","108","124","62","40","96","48","142"
,"96","96","46","98","54","98","98","40","88","66","52","84","88","50","116","52","100","58","98","82","134","72","80","42","62","98","22","56","74","140","44","112","88","86","60","50","88","114","60","78","54","106","122","38","70","32","96","30","108","124","62","40","98","48","142"
,"96","98","46","98","54","98","100","40","88","66","52","84","88","52","116","52","100","58","98","84","134","72","82","42","62","98","22","56","76","140","44","114","88","86","60","50","88","114","60","80","54","108","122","38","70","32","96","30","108","126","62","40","98","48","144"
,"96","98","46","100","54","100","100","40","88","66","52","86","88","52","116","52","100","58","100","84","134","72","82","44","62","98","22","56","76","142","44","116","88","86","60","50","88","114","60","82","54","108","122","38","72","32","96","30","110","126","64","40","98","48","144"
,"96","98","48","100","54","102","100","40","88","66","52","88","88","52","116","52","100","60","100","84","136","72","82","44","62","98","22","56","76","144","44","118","88","86","60","50","88","116","60","82","54","108","122","40","72","32","96","30","112","126","64","40","98","48","146"
,"96","100","48","100","54","102","100","40","90","66","52","88","88","52","118","52","100","60","102","84","136","72","82","46","62","98","22","56","76","146","44","118","88","88","60","50","90","116","60","82","54","108","122","42","72","32","96","30","112","128","64","40","98","48","148"
,"96","100","48","102","54","102","100","40","92","66","52","88","88","54","118","52","100","60","102","86","136","72","82","48","62","98","22","56","76","148","44","118","90","88","60","50","90","118","60","82","54","108","122","42","74","32","96","30","114","128","66","40","98","48","148"
,"96","100","48","102","56","104","100","40","92","66","52","90","88","54","118","52","100","60","104","86","136","72","82","50","62","100","22","56","76","148","44","118","90","90","60","50","90","120","60","82","54","108","122","42","76","32","96","30","114","130","66","40","100","48","148"
,"96","100","50","102","56","106","100","40","92","66","52","90","88","56","118","52","102","60","104","86","138","72","82","50","62","102","22","56","76","148","46","118","90","90","60","50","90","120","60","84","54","110","122","42","76","32","96","30","114","132","66","40","100","48","150"
,"96","100","50","104","56","106","100","40","92","68","52","90","88","56","120","52","102","60","104","88","138","72","82","52","62","102","22","58","76","148","46","118","92","90","60","50","92","120","60","84","56","110","122","42","76","32","98","30","114","132","66","42","100","48","150"
,"96","102","50","104","56","108","100","40","92","68","52","90","88","58","120","52","102","60","104","90","140","72","82","52","62","102","22","58","76","150","46","120","92","90","60","50","92","120","62","84","56","110","124","42","76","32","98","30","116","132","66","42","100","48","152"
,"98","102","50","104","56","108","100","40","94","68","52","90","90","58","120","54","102","60","104","90","140","72","82","52","64","104","22","58","76","150","46","120","92","90","62","52","92","120","62","84","58","110","124","42","76","32","98","30","118","132","68","42","100","48","152"
,"98","104","50","104","56","108","100","40","96","68","52","90","92","58","120","54","104","60","104","90","142","72","82","52","64","104","22","58","76","152","48","120","92","90","62","52","92","120","62","86","58","112","124","42","76","32","98","30","118","134","68","42","100","50","152"
,"98","106","50","104","56","110","100","40","96","68","52","92","92","58","120","54","104","60","104","92","142","72","84","52","64","104","22","58","76","154","48","122","92","90","62","52","92","122","62","86","58","114","124","42","76","32","98","30","120","134","68","44","100","50","152"
,"98","108","50","104","56","110","100","40","98","68","52","94","92","58","120","54","104","60","104","94","142","72","84","54","64","106","22","58","76","154","48","124","92","90","62","52","92","122","64","86","58","114","126","42","76","32","100","30","120","134","68","44","102","50","152"
,"98","110","50","104","56","110","100","40","98","70","52","96","92","58","120","54","104","60","104","96","142","74","84","54","64","106","22","60","76","154","48","124","92","92","62","52","94","122","64","86","60","114","126","42","76","32","100","30","122","134","68","44","104","50","152"
,"98","110","50","106","56","112","100","40","98","70","52","96","94","58","120","54","104","62","104","96","142","76","84","54","64","108","22","60","76","154","48","126","92","92","62","54","94","122","64","86","60","114","128","42","76","32","100","32","122","134","68","44","104","52","152"
,"98","110","50","108","56","114","100","40","98","70","52","96","94","58","122","56","104","62","104","96","142","76","86","54","64","108","22","62","76","154","48","126","94","92","62","54","94","124","64","86","60","114","128","42","78","32","100","32","124","134","68","44","106","52","152"
,"98","112","50","108","56","114","100","42","98","70","52","98","94","58","122","56","104","64","104","96","142","76","86","54","66","110","22","62","76","154","48","126","94","94","62","54","94","124","64","88","60","114","130","42","78","32","100","32","124","136","68","44","108","52","152"
,"98","112","50","110","56","114","100","42","100","70","52","98","94","58","124","58","104","64","104","96","142","76","88","54","66","110","22","62","78","154","48","126","96","94","62","54","96","124","64","88","60","114","132","42","78","32","100","32","126","136","68","44","110","52","152"
,"98","112","50","112","56","116","100","42","100","70","52","98","94","58","126","58","104","66","104","96","142","76","90","54","66","112","22","62","78","154","48","128","96","94","62","56","96","124","64","88","60","116","132","42","78","32","100","32","128","136","68","44","112","52","152"
,"98","112","50","114","56","116","102","42","100","70","52","98","94","58","128","58","104","66","104","98","144","76","90","54","66","114","22","62","78","154","48","128","96","96","62","56","96","126","64","88","60","116","132","44","78","32","100","32","130","136","68","44","112","52","154"
,"98","112","50","114","58","116","102","42","100","72","52","100","94","58","128","58","104","66","104","100","146","76","90","54","66","116","22","62","78","154","48","128","98","96","62","56","96","126","64","90","60","118","132","44","78","32","100","34","130","136","70","44","112","52","154"
,"98","112","50","116","58","116","104","42","100","72","52","100","94","60","128","60","104","66","104","100","146","76","90","54","68","116","22","64","78","154","48","128","98","98","62","56","96","128","64","90","60","118","134","44","78","32","100","34","130","138","70","44","114","52","154"
,"98","114","50","116","58","116","104","42","102","72","54","100","94","60","128","60","104","66","104","102","146","76","92","54","68","116","22","64","78","156","48","130","98","98","62","56","96","130","64","90","60","118","134","44","80","32","102","34","130","138","72","44","114","52","154"
,"98","114","50","118","58","116","104","42","104","72","54","102","94","60","128","60","104","66","104","104","146","76","94","54","68","116","22","64","78","158","48","130","98","100","62","56","96","132","64","90","60","118","134","44","82","32","102","36","130","138","72","44","116","52","154"
,"98","116","50","118","58","118","104","42","104","72","54","102","96","60","128","60","104","66","106","104","148","76","94","54","68","116","22","64","80","158","48","132","98","100","62","56","96","132","66","90","60","118","134","44","84","32","104","36","130","138","72","44","118","52","154"
,"100","116","50","118","58","118","104","42","106","72","54","102","96","60","130","60","104","68","106","104","150","76","94","54","68","116","22","64","82","158","48","134","98","100","62","56","96","134","66","90","60","118","136","44","84","32","104","36","130","140","72","44","120","52","154"
,"102","116","50","118","58","118","104","42","106","74","56","102","96","60","130","60","106","68","106","104","150","78","94","54","68","116","22","64","82","160","48","134","100","100","62","56","96","136","66","90","60","118","138","44","84","32","104","36","130","142","72","44","120","52","156"
,"102","116","52","118","58","118","104","42","106","76","56","102","98","60","130","60","106","68","108","104","152","78","94","54","68","116","24","64","82","160","50","134","100","100","62","56","96","136","68","90","62","118","138","44","84","32","104","36","132","142","72","44","120","54","156"
,"102","116","52","118","60","120","104","42","106","76","56","102","98","62","130","62","106","68","108","104","152","78","96","54","68","118","24","64","82","160","50","134","100","102","62","56","96","136","68","92","62","120","138","44","84","32","106","36","132","142","72","44","120","54","158"
,"102","118","52","118","60","120","104","42","106","78","56","102","98","62","132","62","108","68","108","104","152","80","96","54","68","120","24","64","82","160","50","136","100","102","62","56","96","136","68","94","62","120","140","44","84","32","108","36","132","142","72","44","122","54","158"
